indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_0db,N,New_N_001.wav,8,DeepONMF_H1,1,nndsvd,0.32387487607918586,8x212,0.008548400015570223,8,0.32387487607918586,0.29353102984703155,0.007378999958746135
1,SNR_0db,N,New_N_002.wav,8,DeepONMF_H1,1,nndsvd,0.31800163874087356,8x212,0.009840399958193302,8,0.31800163874087356,0.29957952448842395,0.008820599992759526
2,SNR_0db,AS,New_AS_001.wav,8,DeepONMF_H1,1,nndsvd,0.3543992047752008,8x212,0.008252099971286952,8,0.3543992047752008,0.27991961621149647,0.0071440000319853425
3,SNR_0db,AS,New_AS_002.wav,8,DeepONMF_H1,1,nndsvd,0.3388223038368273,8x212,0.008851799997501075,8,0.3388223038368273,0.28573591010595717,0.008268300094641745
4,SNR_0db,MR,New_MR_001.wav,8,DeepONMF_H1,1,nndsvd,0.3507561283272658,8x212,0.009692299994640052,8,0.3507561283272658,0.28657993932353126,0.008263899944722652
5,SNR_0db,MR,New_MR_002.wav,8,DeepONMF_H1,1,nndsvd,0.3553833767657479,8x212,0.009939800016582012,8,0.3553833767657479,0.2689142878219508,0.00930749997496605
6,SNR_0db,MS,New_MS_001.wav,8,DeepONMF_H1,1,nndsvd,0.33832525281915365,8x212,0.010056399973109365,8,0.3383252528191536,0.2729512572456602,0.008812900050543249
7,SNR_0db,MS,New_MS_002.wav,8,DeepONMF_H1,1,nndsvd,0.34125653677860024,8x212,0.009599799988791347,8,0.34125653677860024,0.2954584956149396,0.008950200048275292
8,SNR_0db,MVP,New_MVP_001.wav,8,DeepONMF_H1,1,nndsvd,0.3452091538858175,8x212,0.01092529995366931,8,0.3452091538858175,0.2117921896433117,0.010179700097069144
9,SNR_0db,MVP,New_MVP_002.wav,8,DeepONMF_H1,1,nndsvd,0.2613467887210749,8x212,0.010020599933341146,8,0.2613467887210749,0.22203640514620626,0.009089699946343899
