indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h
0,32-8,2,0.1295371306463043,8x212,0.0458851000003051,32,0.03077230408545064,0.4181943841527304,8,0.42217765415096786,0.25323477454645266
1,32-8,2,0.13674341787854657,8x212,0.0456246999965515,32,0.029075210025538416,0.4030080965383689,8,0.40928700430635484,0.21130586337548182
2,32-8,2,0.13764464307242052,8x212,0.04712859998107888,32,0.030007875996624238,0.4160119092721339,8,0.4546698883782101,0.2253747705024161
3,32-8,2,0.13901359993783746,8x212,0.05316850001690909,32,0.03319582235516729,0.4163060375271343,8,0.4182009005800554,0.24495353259398403
4,32-8,2,0.1471537656485917,8x212,0.05092290000175126,32,0.029304956970745328,0.4000801408184878,8,0.41868564823787,0.19609532090018936
5,32-8,2,0.13532848841328532,8x212,0.04447490000165999,32,0.03491377448495453,0.43158063245086836,8,0.4153603522142931,0.2371002435920119
6,32-8,2,0.1344889659881044,8x212,0.04449299999396317,32,0.03496971647164624,0.4163728889833498,8,0.43930057254662797,0.23514195768436993
7,32-8,2,0.1230905636270891,8x212,0.04405719999340363,32,0.035594863218921,0.4140648892822867,8,0.4202245217052795,0.17615044149799242
8,32-8,2,0.1329606725761183,8x212,0.04796679998980835,32,0.03108493573728043,0.4109223039692219,8,0.4427139351902539,0.19768251128176687
9,32-8,2,0.14409391371647423,8x212,0.04602420001174323,32,0.032053616718566894,0.4049912764553477,8,0.3927245985007095,0.2447916078141747
10,32-8,2,0.1343693038027414,8x212,0.05377759999828413,32,0.035812051350735494,0.3898721160485333,8,0.4226140030331422,0.21528615344076935
11,32-8,2,0.15551444414120635,8x212,0.04749450000235811,32,0.03353854604035289,0.3905716106641929,8,0.43082354354996505,0.20297303722303597
12,32-8,2,0.143810927376216,8x212,0.04929269998683594,32,0.032749578859873986,0.3946011657820781,8,0.42182396488901364,0.2273564752337136
13,32-8,2,0.13675182531331873,8x212,0.048746899992693216,32,0.030754100364769537,0.4062048130847738,8,0.47093376799559483,0.22648584837158695
14,32-8,2,0.14818359581558865,8x212,0.05034089999389835,32,0.03155250417770471,0.4075280798876525,8,0.3863027720568991,0.22215581693627268
15,32-8,2,0.13226065206807228,8x212,0.049642099998891354,32,0.02956634140919177,0.40191474552495127,8,0.4202155970317298,0.20317160442832435
16,32-8,2,0.12851286136151724,8x212,0.05292319998261519,32,0.03562341764622927,0.4222078010328016,8,0.40763978307888915,0.21136584933909155
17,32-8,2,0.13655621723356398,8x212,0.05037260000244714,32,0.033727096694035966,0.4278128245734627,8,0.435012893026431,0.25325748226578193
18,32-8,2,0.14566852109513959,8x212,0.048083300003781915,32,0.029512480962526136,0.38203759038454443,8,0.4815277197289205,0.23277125358329487
19,32-8,2,0.13936968602013322,8x212,0.04583950000233017,32,0.034039767556976984,0.4147932319952596,8,0.4152706798227273,0.2109294238720267
20,32-8,2,0.14111288972772215,8x212,0.051057500008028,32,0.035478594278164195,0.40024905806491895,8,0.341720020474041,0.1688814665457671
21,32-8,2,0.12462317942120874,8x212,0.04906230000779033,32,0.030072788013429757,0.4218822715839571,8,0.3868798057315023,0.22088772452650188
22,32-8,2,0.14890059041583514,8x212,0.04991629999130964,32,0.03224627376684941,0.4087125731425161,8,0.42380263511462907,0.22446576089147885
23,32-8,2,0.13439149274406206,8x212,0.04655949998414144,32,0.025335332444130016,0.4185507737688325,8,0.45063385481749163,0.23120289189243648
24,32-8,2,0.15477185485810066,8x212,0.04667459998745471,32,0.03690620601598068,0.3846955041468217,8,0.44255636686710115,0.23259875024639506
25,32-8,2,0.14225289629493426,8x212,0.045141000009607524,32,0.029582604134692488,0.40767532675361584,8,0.4818886945187599,0.20527707248737967
26,32-8,2,0.128334677582948,8x212,0.04715230001602322,32,0.03267438557942903,0.41873824075423327,8,0.4283838253548714,0.26886469984251976
27,32-8,2,0.14300587241352397,8x212,0.042861899972194806,32,0.029111282576917773,0.3866473140505608,8,0.4338651957633042,0.19551752076372178
28,32-8,2,0.1452970018244554,8x212,0.04567139997379854,32,0.034733127400796746,0.4014285631170211,8,0.4397222820663866,0.1980880253416116
29,32-8,2,0.13593369341029898,8x212,0.041704999981448054,32,0.03049540718999702,0.4152619068185252,8,0.44274116575787686,0.23076629119912967
30,32-8,2,0.12803482297050098,8x212,0.04235119998338632,32,0.032387104478163176,0.4219072435823999,8,0.42656816153671295,0.19863931320957187
31,32-8,2,0.14260374123323763,8x212,0.04102140001486987,32,0.02744796444335669,0.3899625208995723,8,0.37947076777385547,0.2687640756615168
32,32-8,2,0.1421215191204681,8x212,0.04127350001363084,32,0.035431040218387125,0.4166573844379407,8,0.4128968377758902,0.17428854201673888
33,32-8,2,0.15050853658281638,8x212,0.04494789999444038,32,0.02774165860967297,0.38719789171722885,8,0.4303250477486285,0.17621026713957974
34,32-8,2,0.12319106948735219,8x212,0.04727049998473376,32,0.027753453727954517,0.39932685262712836,8,0.4624011923618704,0.19023203431183658
35,32-8,2,0.14662926860073744,8x212,0.05064430000493303,32,0.030950498969617074,0.4005193609493536,8,0.4215412739882294,0.21312344533286556
36,32-8,2,0.12106541571809742,8x212,0.05115099999238737,32,0.021230219835577938,0.4199013773151241,8,0.31637044639628814,0.17159251878634554
37,32-8,2,0.1118724154915596,8x212,0.058270600013202056,32,0.021044388993227726,0.4190316660905316,8,0.3314689542713066,0.15607276743731965
38,32-8,2,0.12158986138935131,8x212,0.04405529997893609,32,0.022892795425160768,0.4270041134000305,8,0.3302544734329265,0.17570654613584033
39,32-8,2,0.10943778504913791,8x212,0.04420659999595955,32,0.021450030939542043,0.41438901130752404,8,0.33767763273313905,0.1567542611978807
