distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
10-3,2,KNN,DeepONMF_H2,1,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
10-3,2,KNN,DeepONMF_H2,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
10-3,2,KNN,DeepONMF_H2,3,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
10-3,2,KNN,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
10-3,2,KNN,DeepONMF_H2,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
10-3,2,KNN,DeepONMF_W,1,146,33,7,14,0.895,0.9125,0.825,0.954248366013072,0.8687499999999999
10-3,2,KNN,DeepONMF_W,2,147,33,7,13,0.9,0.91875,0.825,0.9545454545454546,0.871875
10-3,2,KNN,DeepONMF_W,3,144,29,11,16,0.865,0.9,0.725,0.9290322580645162,0.8125
10-3,2,KNN,DeepONMF_W,4,145,26,14,15,0.855,0.90625,0.65,0.9119496855345912,0.778125
10-3,2,KNN,DeepONMF_W,5,148,31,9,12,0.895,0.925,0.775,0.9426751592356688,0.8500000000000001
10-3,2,SVM,DeepONMF_H2,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
10-3,2,SVM,DeepONMF_H2,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
10-3,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
10-3,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
10-3,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
10-3,2,SVM,DeepONMF_W,1,144,39,1,16,0.915,0.9,0.975,0.993103448275862,0.9375
10-3,2,SVM,DeepONMF_W,2,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
10-3,2,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
10-3,2,SVM,DeepONMF_W,4,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
10-3,2,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
10-3,2,UjaNet,DeepONMF_H2,1,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
10-3,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
10-3,2,UjaNet,DeepONMF_H2,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
10-3,2,UjaNet,DeepONMF_H2,4,157,40,0,3,0.985,0.98125,1.0,1.0,0.990625
10-3,2,UjaNet,DeepONMF_H2,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
10-3,2,UjaNet,DeepONMF_W,1,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
10-3,2,UjaNet,DeepONMF_W,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
10-3,2,UjaNet,DeepONMF_W,3,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
10-3,2,UjaNet,DeepONMF_W,4,157,34,6,3,0.955,0.98125,0.85,0.9631901840490797,0.9156249999999999
10-3,2,UjaNet,DeepONMF_W,5,160,32,8,0,0.96,1.0,0.8,0.9523809523809523,0.9
