,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,31,0,6,0,3
real_AS,0,31,8,0,1
real_MR,0,1,35,2,2
real_MS,0,0,3,32,5
real_MVP,3,2,3,1,31
