,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,3,0
real_AS,0,29,5,4,2
real_MR,0,3,35,2,0
real_MS,1,10,2,25,2
real_MVP,13,7,3,2,15
