indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_0db,N,New_N_001.wav,14-2,DeepONMF_H2,2,nndsvd,0.3756632852070338,2x212,0.022221699939109385,14,0.2786877425761458,0.31039293234982557,0.01824620005208999,2,0.27686791776933917,0.14696835401534875,0.002857099985703826
1,SNR_0db,N,New_N_002.wav,14-2,DeepONMF_H2,2,nndsvd,0.36829494264430307,2x212,0.021096199983730912,14,0.2757635435926973,0.33360763323411546,0.017543500056490302,2,0.2657207728251408,0.15397564442234163,0.0027076000114902854
2,SNR_0db,N,New_N_003.wav,14-2,DeepONMF_H2,2,nndsvd,0.37506971800906463,2x212,0.02108149998821318,14,0.28054644380630345,0.32737875800419325,0.017605700064450502,2,0.2727555394402401,0.14784537911882278,0.0025963999796658754
3,SNR_0db,N,New_N_004.wav,14-2,DeepONMF_H2,2,nndsvd,0.3769166820939228,2x212,0.02111849992070347,14,0.28174376147079633,0.3378877999006288,0.017440500087104738,2,0.27672028937269993,0.1391672669184123,0.0027357999933883548
4,SNR_0db,N,New_N_005.wav,14-2,DeepONMF_H2,2,nndsvd,0.3762279636258764,2x212,0.020975699997507036,14,0.27805609283305016,0.3213875776731649,0.017691100016236305,2,0.27417226938996625,0.13745184688377338,0.002440999960526824
5,SNR_0db,N,New_N_006.wav,14-2,DeepONMF_H2,2,nndsvd,0.37852710177352356,2x212,0.02030680002644658,14,0.28053813246946985,0.3297497894453359,0.016864100005477667,2,0.2791662747436699,0.14318585166458384,0.0026575999800115824
6,SNR_0db,N,New_N_007.wav,14-2,DeepONMF_H2,2,nndsvd,0.37965704277510587,2x212,0.01956190005876124,14,0.2799126842698559,0.3177101777887398,0.01569139992352575,2,0.2837060374030426,0.1348771268603799,0.003213699907064438
7,SNR_0db,N,New_N_008.wav,14-2,DeepONMF_H2,2,nndsvd,0.38178914722078083,2x212,0.020654399995692074,14,0.2757209219536107,0.3233763226632838,0.015973699977621436,2,0.2900725207893378,0.13370613264527065,0.003740799962542951
8,SNR_0db,N,New_N_009.wav,14-2,DeepONMF_H2,2,nndsvd,0.37459424211960574,2x212,0.018262699944898486,14,0.2776954693864863,0.32593225640101836,0.015228800009936094,2,0.2771700371334584,0.14359140046393906,0.0023346999660134315
9,SNR_0db,N,New_N_010.wav,14-2,DeepONMF_H2,2,nndsvd,0.38008262571717943,2x212,0.018275999929755926,14,0.27837515415383024,0.3250612382961502,0.015218200045637786,2,0.2825583636472239,0.14085641611927274,0.0022493000142276287
10,SNR_0db,N,New_N_011.wav,14-2,DeepONMF_H2,2,nndsvd,0.3786328463514085,2x212,0.018643699935637414,14,0.2789442322659527,0.32569693574453606,0.015541800064966083,2,0.2848450699938253,0.1388204405469296,0.002287000068463385
11,SNR_0db,N,New_N_012.wav,14-2,DeepONMF_H2,2,nndsvd,0.3800523597182273,2x212,0.01868579990696162,14,0.280375723311592,0.3152736798042929,0.01572280004620552,2,0.281004972412406,0.1355089855776127,0.002266500028781593
12,SNR_0db,N,New_N_013.wav,14-2,DeepONMF_H2,2,nndsvd,0.3831628908059657,2x212,0.019937200006097555,14,0.2777869280239224,0.32976996718513674,0.016212599934078753,2,0.2881978854185774,0.14316138734221306,0.002872499986551702
13,SNR_0db,N,New_N_014.wav,14-2,DeepONMF_H2,2,nndsvd,0.375636535923051,2x212,0.02018720004707575,14,0.2758626463760097,0.32885230546956346,0.0156756000360474,2,0.2805921965136723,0.14467971664857376,0.003371099941432476
14,SNR_0db,N,New_N_015.wav,14-2,DeepONMF_H2,2,nndsvd,0.37625357983218927,2x212,0.020242500002495944,14,0.28524099824565824,0.3133324727673253,0.0162321999669075,2,0.2714963607649063,0.14797870900549667,0.0031365000177174807
15,SNR_0db,N,New_N_016.wav,14-2,DeepONMF_H2,2,nndsvd,0.38403535174698294,2x212,0.01968129992019385,14,0.28374917941563454,0.3139327401642802,0.016356399981305003,2,0.28494974151108465,0.15633820885938354,0.002521399990655482
