comparación,distancia
N-AS,0.42655153843154636
N-MR,0.16581986036127916
N-MS,0.0702360024464671
N-MVP,0.06931309571969335
AS-MR,0.5923713987928255
AS-MS,0.35631553598507926
AS-MVP,0.4958646341512397
MR-MS,0.23605586280774626
MR-MVP,0.09650676464158581
MS-MVP,0.13954909816616046
