distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
13-3,2,KNN,DeepONMF_H2,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
13-3,2,KNN,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
13-3,2,KNN,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
13-3,2,KNN,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
13-3,2,KNN,DeepONMF_H2,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
13-3,2,KNN,DeepONMF_W,1,149,33,7,11,0.91,0.93125,0.825,0.9551282051282052,0.878125
13-3,2,KNN,DeepONMF_W,2,150,30,10,10,0.9,0.9375,0.75,0.9375,0.84375
13-3,2,KNN,DeepONMF_W,3,150,28,12,10,0.89,0.9375,0.7,0.9259259259259259,0.81875
13-3,2,KNN,DeepONMF_W,4,147,27,13,13,0.87,0.91875,0.675,0.91875,0.796875
13-3,2,KNN,DeepONMF_W,5,152,29,11,8,0.905,0.95,0.725,0.9325153374233128,0.8374999999999999
13-3,2,SVM,DeepONMF_H2,1,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
13-3,2,SVM,DeepONMF_H2,2,157,40,0,3,0.985,0.98125,1.0,1.0,0.990625
13-3,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
13-3,2,SVM,DeepONMF_H2,4,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
13-3,2,SVM,DeepONMF_H2,5,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
13-3,2,SVM,DeepONMF_W,1,143,39,1,17,0.91,0.89375,0.975,0.9930555555555556,0.934375
13-3,2,SVM,DeepONMF_W,2,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
13-3,2,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
13-3,2,SVM,DeepONMF_W,4,143,38,2,17,0.905,0.89375,0.95,0.9862068965517241,0.921875
13-3,2,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
13-3,2,UjaNet,DeepONMF_H2,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
13-3,2,UjaNet,DeepONMF_H2,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
13-3,2,UjaNet,DeepONMF_H2,3,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
13-3,2,UjaNet,DeepONMF_H2,4,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
13-3,2,UjaNet,DeepONMF_H2,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
13-3,2,UjaNet,DeepONMF_W,1,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
13-3,2,UjaNet,DeepONMF_W,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
13-3,2,UjaNet,DeepONMF_W,3,154,33,7,6,0.935,0.9625,0.825,0.9565217391304348,0.89375
13-3,2,UjaNet,DeepONMF_W,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
13-3,2,UjaNet,DeepONMF_W,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
