,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,1,1
real_AS,0,37,0,2,1
real_MR,0,3,33,2,2
real_MS,2,5,0,30,3
real_MVP,3,3,1,3,30
