indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,N,New_N_001.wav,3-7,2,0.16732310859456348,126x7,7x212,3,0.14867056620646507,0.09331638693580924,0.011733699997421354,7,0.044567855468586395,0.12488635437969767,0.006134299997938797
1,N,New_N_002.wav,3-7,2,0.14917561001587773,126x7,7x212,3,0.1271964707369011,0.1826293623070008,0.012890900019556284,7,0.0442284837626287,0.1495247195732063,0.007645700010471046
2,N,New_N_003.wav,3-7,2,0.15132258012814642,126x7,7x212,3,0.13043172704949407,0.23643271825103415,0.015328099980251864,7,0.042344212912147475,0.17790705056316838,0.00669679997372441
3,N,New_N_004.wav,3-7,2,0.1379739226038514,126x7,7x212,3,0.11509852525344635,0.23659904236348572,0.01112830001511611,7,0.04383054228538457,0.20282261895835604,0.0050626000156626105
4,N,New_N_005.wav,3-7,2,0.17282336775199908,126x7,7x212,3,0.1538507595766817,0.16619301424104208,0.010810199979459867,7,0.04623169755673307,0.12542783286902584,0.0049808000039774925
5,N,New_N_006.wav,3-7,2,0.17394187289084706,126x7,7x212,3,0.154490546667283,0.11243708834845458,0.011550900002475828,7,0.047717638163650225,0.14131042298739363,0.007407700002659112
6,N,New_N_007.wav,3-7,2,0.14708131666694824,126x7,7x212,3,0.12506707596315,0.26021199191396843,0.009315299976151437,7,0.044829404789881525,0.16701588606464468,0.006280700006755069
7,N,New_N_008.wav,3-7,2,0.1688311812073758,126x7,7x212,3,0.1497194177982199,0.18729341150724532,0.010983999993186444,7,0.04652414017544443,0.18857960489512995,0.00814879999961704
8,N,New_N_009.wav,3-7,2,0.14240077187589556,126x7,7x212,3,0.11663477356549616,0.32409053151583145,0.012256299989530817,7,0.045994685470365296,0.23399659284455987,0.0049368999898433685
9,N,New_N_010.wav,3-7,2,0.14956105878041615,126x7,7x212,3,0.12593208005699444,0.22758892760398708,0.011191700003109872,7,0.049562467717983186,0.1329890936443976,0.007841000013286248
10,N,New_N_011.wav,3-7,2,0.15625775217595475,126x7,7x212,3,0.136707552942858,0.19871774919386576,0.015201500005787238,7,0.04380303274303089,0.18681349629940794,0.005401500005973503
11,N,New_N_012.wav,3-7,2,0.14285210942052085,126x7,7x212,3,0.12045155194917186,0.3056236364616532,0.011229299998376518,7,0.04588347921639761,0.2036064249757915,0.0049152999999932945
12,N,New_N_013.wav,3-7,2,0.16065212645438928,126x7,7x212,3,0.1396047852429574,0.3629224064441678,0.011608699976932257,7,0.044991569391115295,0.1570559063584132,0.004881400003796443
13,N,New_N_014.wav,3-7,2,0.15570627622272085,126x7,7x212,3,0.13617438324007056,0.14554371722317336,0.015045500011183321,7,0.04298732697114182,0.13782849630090382,0.005802500003483146
14,N,New_N_015.wav,3-7,2,0.13948388224821986,126x7,7x212,3,0.11671814725928722,0.3012043700205497,0.011599299992667511,7,0.04084537858187011,0.24960570330266035,0.0055395999806933105
15,N,New_N_016.wav,3-7,2,0.13862213667160606,126x7,7x212,3,0.11215149568006061,0.267944160272533,0.01512409999850206,7,0.04934582763340155,0.11753666660347226,0.008620800013886765
16,N,New_N_017.wav,3-7,2,0.16944296403903655,126x7,7x212,3,0.15150690904411437,0.23680165525227334,0.011281999992206693,7,0.04810016673627331,0.1593026932788488,0.009007600019685924
17,N,New_N_018.wav,3-7,2,0.14160140700857943,126x7,7x212,3,0.12203416891348025,0.19665973356568137,0.016560499992920086,7,0.04225143369553306,0.18769472174035415,0.008352699980605394
18,N,New_N_019.wav,3-7,2,0.13186370693218208,126x7,7x212,3,0.11087532887452402,0.43672344698885407,0.010427900007925928,7,0.045306038279423616,0.15643283418073683,0.0058111000107601285
19,N,New_N_020.wav,3-7,2,0.13959108903219494,126x7,7x212,3,0.11453949514407684,0.32248177124638716,0.010286400007316843,7,0.04810610737576605,0.12816443180978943,0.005992299993522465
20,N,New_N_021.wav,3-7,2,0.13944689441715746,126x7,7x212,3,0.11679777024574226,0.3882899427318698,0.012248200015164912,7,0.04373204353190359,0.28415710292375,0.004852499987464398
21,N,New_N_022.wav,3-7,2,0.14834175167980268,126x7,7x212,3,0.12647601172790282,0.22571755387305284,0.010685899993404746,7,0.04762835482464815,0.13563630050348918,0.004603899986250326
22,N,New_N_023.wav,3-7,2,0.16899745534435456,126x7,7x212,3,0.14752695301406876,0.18578749885108561,0.012837599992053583,7,0.05050210586489401,0.15358877928572418,0.005120799993164837
23,N,New_N_024.wav,3-7,2,0.1617359519337463,126x7,7x212,3,0.1413425022084976,0.16867415688127696,0.015077999996719882,7,0.0458361869927781,0.1264716766057848,0.0062901999917812645
24,N,New_N_025.wav,3-7,2,0.1660550150714495,126x7,7x212,3,0.14988207367637243,0.16533118012259654,0.009675399982370436,7,0.037841954814828986,0.16427452291013267,0.007238199992571026
25,N,New_N_026.wav,3-7,2,0.1655292427557409,126x7,7x212,3,0.14510550237039507,0.1682017849429381,0.010731100017437711,7,0.04877775843206976,0.16246243362623647,0.007532700023148209
26,N,New_N_027.wav,3-7,2,0.16286968237515428,126x7,7x212,3,0.14393510543689758,0.3166458623361899,0.012345600000116974,7,0.044873902393632085,0.17867526042597884,0.007232599979033694
27,N,New_N_028.wav,3-7,2,0.1545225823033171,126x7,7x212,3,0.1347723163072454,0.24242858678461623,0.009754300001077354,7,0.0464648383831061,0.11950438426213243,0.005608699982985854
28,N,New_N_029.wav,3-7,2,0.1767624142569468,126x7,7x212,3,0.15770674429020123,0.11521223399526088,0.010207999992417172,7,0.04604412940393095,0.11660408633968097,0.007072999986121431
29,N,New_N_030.wav,3-7,2,0.177740787439313,126x7,7x212,3,0.15708804339716134,0.17428910532040773,0.010001900023780763,7,0.049378651670986574,0.1068716930727194,0.005037199996877462
30,N,New_N_031.wav,3-7,2,0.14432067665561205,126x7,7x212,3,0.12000131586236516,0.29035840486333325,0.01145590000669472,7,0.04682430029663901,0.13980345789050008,0.004643199994461611
31,N,New_N_032.wav,3-7,2,0.12752355288662667,126x7,7x212,3,0.1005790823107383,0.2906292452962876,0.0117313000082504,7,0.04683282065530575,0.14180744977746151,0.004796599998371676
32,N,New_N_033.wav,3-7,2,0.13172289167281984,126x7,7x212,3,0.11152273729089524,0.2643011931632849,0.01071500001125969,7,0.0410188328954289,0.1911462830910534,0.0047664000012446195
33,N,New_N_034.wav,3-7,2,0.15815433285996008,126x7,7x212,3,0.1364153281100076,0.20066875639507512,0.010891600017203018,7,0.04720564943446464,0.1239809257595708,0.004728500003693625
34,N,New_N_035.wav,3-7,2,0.16050699065683036,126x7,7x212,3,0.1389118251595292,0.28229321313081407,0.01238329999614507,7,0.048568274866533694,0.12636972450996217,0.005118500004755333
35,N,New_N_036.wav,3-7,2,0.134555500896403,126x7,7x212,3,0.108873233018778,0.24186123644063953,0.00950459999148734,7,0.04668844260314693,0.11724825665898496,0.00557680000201799
36,N,New_N_037.wav,3-7,2,0.11223196679110894,126x7,7x212,3,0.08015818201613932,0.14463801378421307,0.009521899977698922,7,0.04527001476734685,0.08384928471499871,0.005746499984525144
37,N,New_N_038.wav,3-7,2,0.11180753150804904,126x7,7x212,3,0.08157965892318719,0.15117725260635864,0.010159500001464039,7,0.04642705458806561,0.2144071860775967,0.0070121000171639025
38,N,New_N_039.wav,3-7,2,0.14236134628619354,126x7,7x212,3,0.11657311680289838,0.20416222845348894,0.012313299986999482,7,0.047417183295611245,0.17409114213997473,0.004682600003434345
39,N,New_N_040.wav,3-7,2,0.11153858126201906,126x7,7x212,3,0.08154404964954427,0.15979305947090006,0.011793200013926253,7,0.04376270877096531,0.10432202966728153,0.004808199999388307
40,N,New_N_041.wav,3-7,2,0.13045158592159367,126x7,7x212,3,0.10367661629467159,0.2085441310632695,0.014482099999440834,7,0.04610899274793895,0.16070481970678396,0.00578720000339672
41,N,New_N_042.wav,3-7,2,0.12110191632250837,126x7,7x212,3,0.0963568326509299,0.30754855751584115,0.011538399994606152,7,0.0473676698675151,0.15001918429432443,0.006231899984413758
42,N,New_N_043.wav,3-7,2,0.13141910840498472,126x7,7x212,3,0.10524089275729119,0.18357159682293522,0.010535100009292364,7,0.04649544311309843,0.14393228666453123,0.0049180999922100455
43,N,New_N_044.wav,3-7,2,0.1330540989637785,126x7,7x212,3,0.10570076237314183,0.18615376180682677,0.013023399980738759,7,0.047768052172758126,0.09066389649732946,0.00474259999464266
44,N,New_N_045.wav,3-7,2,0.12943948418872483,126x7,7x212,3,0.10250760196260604,0.21805230002458384,0.012992700008908287,7,0.04552825281361409,0.18675636376754826,0.008220899995649233
45,N,New_N_046.wav,3-7,2,0.120001142185296,126x7,7x212,3,0.09419738128262885,0.3057322062106826,0.009504699992248788,7,0.048089490842370665,0.23394525316950543,0.006276599975535646
46,N,New_N_047.wav,3-7,2,0.12960618152629239,126x7,7x212,3,0.10060526758325232,0.17097509648606402,0.009441900008823723,7,0.048773754005449026,0.12190263632603544,0.006186499987961724
47,N,New_N_048.wav,3-7,2,0.1208852562735624,126x7,7x212,3,0.09402751571324819,0.3992306100862395,0.009589399996912107,7,0.04997910587851082,0.21803458799267278,0.00594709999859333
48,N,New_N_049.wav,3-7,2,0.13031357367032098,126x7,7x212,3,0.10203568813326525,0.174573459719608,0.010356000013416633,7,0.04759247726887791,0.18592716246084492,0.004997699987143278
49,N,New_N_050.wav,3-7,2,0.13076711545541167,126x7,7x212,3,0.10339747527035899,0.11147860754055118,0.012251100008143112,7,0.04406870504835577,0.10532439738664137,0.007234099990455434
50,N,New_N_051.wav,3-7,2,0.13007131730339005,126x7,7x212,3,0.10722106191458827,0.2815634942845726,0.014775499992538244,7,0.04122395861928822,0.1961796279411314,0.009075999987544492
51,N,New_N_052.wav,3-7,2,0.1307021559240328,126x7,7x212,3,0.10442913595549085,0.2918610967361776,0.011841300001833588,7,0.0449728559667965,0.14168105391706998,0.004621499974746257
52,N,New_N_053.wav,3-7,2,0.1268656558186638,126x7,7x212,3,0.10173305494628336,0.2854336597279506,0.016369200020562857,7,0.04848989307215639,0.1806559999681109,0.006708300003083423
53,N,New_N_054.wav,3-7,2,0.12350468142783022,126x7,7x212,3,0.09631446400590987,0.29723808212721997,0.0129878000007011,7,0.04628093807929592,0.1713556706373492,0.005179300002055243
54,N,New_N_055.wav,3-7,2,0.12651481296076802,126x7,7x212,3,0.099757382165069,0.21371021280222555,0.010848700010683388,7,0.04782610744540281,0.14682761910858994,0.008210100000724196
55,N,New_N_056.wav,3-7,2,0.1251136307428311,126x7,7x212,3,0.09884863921042052,0.2167069998240411,0.012334700004430488,7,0.04564452022888194,0.16200292454908527,0.006865899980766699
56,N,New_N_057.wav,3-7,2,0.10757931948522584,126x7,7x212,3,0.07992641594567236,0.32340314798612285,0.010902300011366606,7,0.04547013788726751,0.17321871732005123,0.006648499984294176
57,N,New_N_058.wav,3-7,2,0.12424453543539886,126x7,7x212,3,0.09671935704612224,0.39213716670077153,0.010737899981904775,7,0.050034851793073716,0.19726094991758755,0.005748199997469783
58,N,New_N_059.wav,3-7,2,0.11991409317110362,126x7,7x212,3,0.09711030360232469,0.3572970746755853,0.011658100003842264,7,0.044455296279680874,0.2619540985156383,0.004737800016300753
59,N,New_N_060.wav,3-7,2,0.131515854809559,126x7,7x212,3,0.11026384455854171,0.16483460135486766,0.011537499987753108,7,0.04031486539716963,0.15673668943233013,0.0049455999978818
60,N,New_N_061.wav,3-7,2,0.12616960373271088,126x7,7x212,3,0.09964597871162413,0.15835505618486834,0.010949499992420897,7,0.043902589458154666,0.16629433205354602,0.005012600013287738
61,N,New_N_062.wav,3-7,2,0.1385331163706535,126x7,7x212,3,0.08965121775717129,0.42297914321423863,0.015394300018670037,7,0.08409249320294722,0.07689696746376151,0.007433699996909127
62,N,New_N_063.wav,3-7,2,0.12336144925812534,126x7,7x212,3,0.10705943201768248,0.6002018993789736,0.010965499997837469,7,0.04674744366504996,0.2065066398611705,0.005140399996889755
63,N,New_N_064.wav,3-7,2,0.12543173106340558,126x7,7x212,3,0.09849233532985253,0.20631786525514398,0.01267649998771958,7,0.047949296885580625,0.11660373985078283,0.005016499984776601
64,N,New_N_065.wav,3-7,2,0.11852060975556744,126x7,7x212,3,0.09180796103560941,0.2834864701690249,0.014978499995777383,7,0.047416597672405164,0.14435326120994724,0.005810000002384186
65,N,New_N_066.wav,3-7,2,0.1287672069635189,126x7,7x212,3,0.1021463951120952,0.17193591668015584,0.010011900012614205,7,0.04917559265272012,0.14510308061797744,0.008146699983626604
66,N,New_N_067.wav,3-7,2,0.12423869682696549,126x7,7x212,3,0.10029098700671266,0.1810764868913857,0.015575099998386577,7,0.040207596105168615,0.22189139734429522,0.0046359999978449196
67,N,New_N_068.wav,3-7,2,0.13382689293578673,126x7,7x212,3,0.10039368907136766,0.4361794648604791,0.010959900013403967,7,0.055021917568438494,0.2664435025507852,0.007062000018777326
