indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_-8db,N,New_N_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4801725464852307,2x212,0.01416270004119724,32,0.3509005429885042,0.27649270500661927,0.011431300081312656,8,0.23770376945730198,0.22871024826597047,0.001408900017850101,2,0.16613759535793796,0.40318067114270495,0.0003765999572351575
1,SNR_-8db,N,New_N_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.47735811008232093,2x212,0.013558699982240796,32,0.3494051137666269,0.276324643366826,0.011469800025224686,8,0.23668459440975367,0.21715972898442537,0.0009490000084042549,2,0.1730165629111142,0.4048802820623878,0.00035880005452781916
2,SNR_-8db,AS,New_AS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4891420650314979,2x212,0.014153399970382452,32,0.3572194187717174,0.2818699132703076,0.01172850001603365,8,0.23943083138644564,0.24750942593261474,0.0013749999925494194,2,0.20722209372148587,0.45152809207487,0.00036019994877278805
3,SNR_-8db,AS,New_AS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.487220443192656,2x212,0.012938799918629229,32,0.3504322027952191,0.27396896860403336,0.010730300098657608,8,0.24155012813770338,0.23250653094447382,0.001132700010202825,2,0.22232532785557454,0.4733567799032432,0.0003717000363394618
4,SNR_-8db,MR,New_MR_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4848301889878385,2x212,0.010961199994198978,32,0.3558677703124107,0.27014729084708644,0.008999800076708198,8,0.24036112588935232,0.22167764010550756,0.000902900006622076,2,0.1814389212822162,0.3757820332193268,0.0003522000042721629
5,SNR_-8db,MR,New_MR_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.48585144709625067,2x212,0.011717700050212443,32,0.35722666715947154,0.27493681962428757,0.009900599950924516,8,0.23897603188268426,0.24035039853018586,0.0008962000720202923,2,0.1868495300758879,0.3858719853260548,0.0003299999516457319
6,SNR_-8db,MS,New_MS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.48554715607068194,2x212,0.01160389999859035,32,0.3555508258649866,0.275436748559336,0.00981409999076277,8,0.24324669508534252,0.23033550721419224,0.0008927000453695655,2,0.17967907698486518,0.4072620613240958,0.0003295999485999346
7,SNR_-8db,MS,New_MS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4853164795345514,2x212,0.010838999995030463,32,0.35616432047851515,0.27736957992195105,0.009118900052271783,8,0.2386384451173046,0.22259598955863474,0.0008653000695630908,2,0.1790691882342931,0.39895322921139387,0.000318199978210032
8,SNR_-8db,MVP,New_MVP_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.49242925494761713,2x212,0.011145199998281896,32,0.3516042937377568,0.2651662670627735,0.009313699905760586,8,0.23612777838688903,0.1943210469751568,0.0008671999676153064,2,0.2628838804223223,0.29254391436146365,0.00033189996611326933
9,SNR_-8db,MVP,New_MVP_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4084082873749138,2x212,0.011467200005427003,32,0.2655032824781021,0.2651713191429397,0.009676599991507828,8,0.15439176525019813,0.18542122742145242,0.0009005999891087413,2,0.23866283838432295,0.31423513324314617,0.0003377000102773309
