indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_-8db,N,New_N_001.wav,20-4,DeepONMF_H2,2,nndsvd,0.4226155619727493,4x212,0.02751759998500347,20,0.332662913324656,0.3145899052128233,0.022953699924983084,4,0.44026903938298967,0.42679144968044674,0.0035037000197917223
1,SNR_-8db,N,New_N_002.wav,20-4,DeepONMF_H2,2,nndsvd,0.4248718280047206,4x212,0.023469100007787347,20,0.3337978489705746,0.3174456452301821,0.01977199991233647,4,0.4360727116270291,0.4019519663257618,0.0027921999571844935
2,SNR_-8db,N,New_N_003.wav,20-4,DeepONMF_H2,2,nndsvd,0.4258600643825001,4x212,0.027785700047388673,20,0.33335045646693623,0.3073403962753471,0.02372800000011921,4,0.44535369358544535,0.4059278981675644,0.003147799987345934
3,SNR_-8db,N,New_N_004.wav,20-4,DeepONMF_H2,2,nndsvd,0.4263440384026168,4x212,0.02846469997894019,20,0.33379309021511616,0.31885852509060547,0.024414500105194747,4,0.4282128780089852,0.4103674207398183,0.003103199996985495
4,SNR_-8db,N,New_N_005.wav,20-4,DeepONMF_H2,2,nndsvd,0.4255578919353295,4x212,0.026655099936760962,20,0.3316464636194545,0.334292355117623,0.022559600067324936,4,0.42352006980667184,0.4337305433352922,0.0033786999993026257
5,SNR_-8db,N,New_N_006.wav,20-4,DeepONMF_H2,2,nndsvd,0.42633733049565065,4x212,0.027328399941325188,20,0.33008500899100124,0.3217167729380466,0.02318529994226992,4,0.4495509450333517,0.4162390289484059,0.0033488000044599175
6,SNR_-8db,N,New_N_007.wav,20-4,DeepONMF_H2,2,nndsvd,0.42635751080751094,4x212,0.029543699929490685,20,0.33370042331267386,0.31990105969300986,0.025230499915778637,4,0.43991666667907925,0.4103678338978178,0.0033789000008255243
7,SNR_-8db,N,New_N_008.wav,20-4,DeepONMF_H2,2,nndsvd,0.4254991071387689,4x212,0.02953729999717325,20,0.33299005693181505,0.31396122149302125,0.025362799991853535,4,0.43338269641615695,0.39753412616319944,0.003280299948528409
8,SNR_-8db,N,New_N_009.wav,20-4,DeepONMF_H2,2,nndsvd,0.42461592012177485,4x212,0.028100499999709427,20,0.3334039536696778,0.32644433772828874,0.0242005999898538,4,0.4324916093805786,0.3968809395662592,0.003015599912032485
9,SNR_-8db,N,New_N_010.wav,20-4,DeepONMF_H2,2,nndsvd,0.4278473695113633,4x212,0.028846499975770712,20,0.3338722027875976,0.3319708552117568,0.024592500063590705,4,0.4432846349869206,0.43128633277243217,0.0033863000571727753
