comparación,distancia
N-AS,0.0824846941338831
N-MR,0.1733182311185409
N-MS,0.4359637067486631
N-MVP,0.1697958328571228
AS-MR,0.09083353698465779
AS-MS,0.35347901261478
AS-MVP,0.0873111387232397
MR-MS,0.2626454756301222
MR-MVP,0.0035223982614180915
MS-MVP,0.2661678738915403
