comparación,distancia
N-AS,0.07288433868923816
N-MR,0.2528330314561352
N-MS,0.749577663443353
N-MVP,0.4989904382106869
AS-MR,0.3257173701453734
AS-MS,0.8224620021325911
AS-MVP,0.571874776899925
MR-MS,0.49674463198721774
MR-MVP,0.24615740675455167
MS-MVP,0.2505872252326661
