distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
10-16,2,KNN,DeepONMF_H2,0.8795999999999999,0.008648699324175743,0.6990000000000001,0.021621748310439663,0.9247500000000001,0.005405437077609906,0.7492040272780189,0.02078754105053953,0.811875,0.013513592694024777
10-16,2,KNN,DeepONMF_W,0.7896,0.015323185047502371,0.47400000000000003,0.038307962618755936,0.8685,0.009576990654688967,0.4832745347839499,0.04835155471114358,0.67125,0.02394247663672244
10-16,2,SVM,DeepONMF_H2,0.944,0.004690415759823428,0.8600000000000001,0.011726039399558639,0.9650000000000001,0.0029315098498895868,0.8657112731024366,0.013649942526354812,0.9125,0.007328774624724089
10-16,2,SVM,DeepONMF_W,0.8672000000000001,0.0113666177907063,0.6679999999999999,0.028416544476765646,0.917,0.007104136119191327,0.661672512904275,0.030885123108450676,0.7925,0.01776034029797853
10-16,2,UjaNet,DeepONMF_H2,0.9716000000000001,0.011081516141756129,0.929,0.02770379035439013,0.98225,0.006925947588597544,0.9304994506289572,0.027326022188927736,0.9556250000000001,0.017314868971493824
10-16,2,UjaNet,DeepONMF_W,0.9304,0.01663730747446833,0.826,0.04159326868617083,0.9564999999999999,0.010398317171542734,0.8343821152964811,0.03803364915055798,0.89125,0.025995792928856752
