distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
10-16,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,140,740,60,60,0.8800000000000001,0.7,0.925,0.7448351555216544,0.8125,200
10-16,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,145,745,55,55,0.8899999999999999,0.725,0.93125,0.757930402930403,0.828125,200
10-16,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,135,735,65,65,0.8700000000000001,0.6749999999999999,0.91875,0.7152082196990066,0.796875,200
10-16,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.7150000000000001,0.92875,0.7684004684467991,0.821875,200
10-16,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,136,736,64,64,0.8720000000000001,0.68,0.9200000000000002,0.7596458897922312,0.8,200
10-16,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,91,691,109,109,0.782,0.45499999999999996,0.8637499999999999,0.46990613712046586,0.659375,200
10-16,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,95,695,105,105,0.79,0.475,0.86875,0.4660255972307622,0.6718749999999999,200
10-16,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,90,690,110,110,0.78,0.45,0.8625,0.46981575032541995,0.6562500000000001,200
10-16,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,90,690,110,110,0.7799999999999999,0.45,0.8625,0.4431725896842176,0.65625,200
10-16,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,108,708,92,92,0.8160000000000001,0.54,0.885,0.5674525995588835,0.7125,200
10-16,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,170,770,30,30,0.9400000000000001,0.85,0.9625,0.8579700758568366,0.90625,200
10-16,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.9650000000000001,0.8635013685532085,0.9125,200
10-16,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637500000000001,0.8565512265512265,0.909375,200
10-16,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637499999999999,0.8608802308802307,0.909375,200
10-16,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8896534636706803,0.925,200
10-16,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,142,742,58,58,0.884,0.71,0.9274999999999999,0.7099878574226399,0.81875,200
10-16,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,132,732,68,68,0.8640000000000001,0.6599999999999999,0.915,0.6528340080971661,0.7875,200
10-16,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,131,731,69,69,0.8620000000000001,0.6549999999999999,0.91375,0.645324021554169,0.784375,200
10-16,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,127,727,73,73,0.8539999999999999,0.635,0.9087500000000001,0.6292716137391781,0.771875,200
10-16,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,136,736,64,64,0.8719999999999999,0.68,0.9199999999999999,0.6709450637082216,0.8,200
10-16,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,192,792,8,8,0.9840000000000002,0.96,0.99,0.9614433370247324,0.975,200
10-16,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.9049999999999999,0.9762500000000001,0.9066470316470315,0.940625,200
10-16,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9024379397377109,0.9375,200
10-16,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.9250000000000002,0.98125,0.925933488963014,0.953125,200
10-16,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9550000000000001,0.9887500000000001,0.9560354557722979,0.971875,200
10-16,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,174,774,26,26,0.9480000000000001,0.8700000000000001,0.9674999999999999,0.8739515307162365,0.91875,200
10-16,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,174,774,26,26,0.9479999999999998,0.8699999999999999,0.9675,0.8745020810002375,0.91875,200
10-16,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,156,756,44,44,0.9119999999999999,0.78,0.945,0.79057789901039,0.8625,200
10-16,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,162,762,38,38,0.924,0.8099999999999999,0.9525,0.8213487942252694,0.88125,200
10-16,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,160,760,40,40,0.9199999999999999,0.8,0.95,0.8115302715302715,0.875,200
