,N,AS,MR,MS,MVP
N,92.5,0.0,1.5,2.0,4.0
AS,0.0,96.0,3.0,0.5,0.5
MR,2.5,5.5,91.0,0.5,0.5
MS,0.0,0.0,6.0,90.0,4.0
MVP,3.5000000000000004,5.5,11.0,3.0,77.0
