distribucion,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
15-10-5,KNN,DeepONMF_H3,0.9179999999999999,0.010862780491200145,0.7949999999999999,0.02715695122800053,0.9487500000000001,0.006789237807000079,0.8221552169024692,0.024721061309919558,0.871875,0.01697309451750029
15-10-5,KNN,DeepONMF_W,0.8328,0.016284962388657766,0.582,0.04071240597164457,0.8955,0.010178101492911281,0.61344809941709,0.04682610522681686,0.7387499999999999,0.025445253732277785
15-10-5,SVM,DeepONMF_H3,0.9544,0.010139033484509319,0.8859999999999999,0.02534758371127313,0.9715,0.006336895927818297,0.8881896176531983,0.02667027930126414,0.92875,0.015842239819545707
15-10-5,SVM,DeepONMF_W,0.8864000000000001,0.011865917579353112,0.716,0.02966479394838268,0.9289999999999999,0.007416198487095629,0.7211477914250988,0.034727387069273384,0.8225,0.01854049621773915
15-10-5,UjaNet,DeepONMF_H3,0.9719999999999999,0.01334166406412628,0.93,0.033354160160315845,0.9824999999999999,0.008338540040079065,0.9313636534704681,0.03272670423995748,0.95625,0.02084635010019739
15-10-5,UjaNet,DeepONMF_W,0.9372,0.011278297743897313,0.843,0.028195744359743313,0.96075,0.007048936089935893,0.8475473918477547,0.028740527449132785,0.9018750000000001,0.017622340224839574
