indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_5db,N,New_N_001.wav,20-4,DeepONMF_H2,2,nndsvd,0.2647270704604293,4x212,0.028159899986349046,20,0.1895882837426462,0.29576175049991116,0.02429109998047352,4,0.17408912183827735,0.29469845667729,0.0029030999867245555
1,SNR_5db,N,New_N_002.wav,20-4,DeepONMF_H2,2,nndsvd,0.25671388415707314,4x212,0.027837299974635243,20,0.18797658244049054,0.30240019624205333,0.024245799984782934,4,0.17386899167555686,0.3072188705643144,0.0028253999771550298
2,SNR_5db,N,New_N_003.wav,20-4,DeepONMF_H2,2,nndsvd,0.2627451842128973,4x212,0.025000000023283064,20,0.18706995878528604,0.29686980004123464,0.020394999999552965,4,0.17315128479905675,0.32435762796216583,0.00369080004747957
3,SNR_5db,N,New_N_004.wav,20-4,DeepONMF_H2,2,nndsvd,0.25597478367769655,4x212,0.02573969995137304,20,0.191229317759447,0.30021672783207554,0.022125900024548173,4,0.1752113798232051,0.2887117011490123,0.0027109000366181135
4,SNR_5db,N,New_N_005.wav,20-4,DeepONMF_H2,2,nndsvd,0.25698843212051964,4x212,0.025666400091722608,20,0.18933294482823876,0.3012508705262408,0.02170979999937117,4,0.17248425702761291,0.29011103194488314,0.0028702999697998166
5,SNR_5db,N,New_N_006.wav,20-4,DeepONMF_H2,2,nndsvd,0.2687676838933452,4x212,0.02426249999552965,20,0.19223291659018577,0.293781389615013,0.020556199946440756,4,0.17641690654213832,0.26865141590854114,0.0027508001076057553
6,SNR_5db,N,New_N_007.wav,20-4,DeepONMF_H2,2,nndsvd,0.2645239073010666,4x212,0.024035800015553832,20,0.1867600712952571,0.29426913745847555,0.020091500016860664,4,0.17844183670846683,0.2710166304169407,0.002978299977257848
7,SNR_5db,N,New_N_008.wav,20-4,DeepONMF_H2,2,nndsvd,0.2681926845797277,4x212,0.026399900089018047,20,0.19027778269963305,0.2904160143818026,0.022538900026120245,4,0.1773710976421604,0.2884670291883436,0.0029835000168532133
8,SNR_5db,N,New_N_009.wav,20-4,DeepONMF_H2,2,nndsvd,0.26702273089311573,4x212,0.02761410002131015,20,0.19104520243781395,0.29350828010601154,0.022918000002391636,4,0.17452567457013402,0.2828848817966055,0.003778400016017258
9,SNR_5db,N,New_N_010.wav,20-4,DeepONMF_H2,2,nndsvd,0.26710329982665054,4x212,0.027629300020635128,20,0.1954462094397711,0.29713141748679206,0.02378610009327531,4,0.1739011058359779,0.2847328069954761,0.0030068999622017145
10,SNR_5db,N,New_N_011.wav,20-4,DeepONMF_H2,2,nndsvd,0.267239439029002,4x212,0.028889299952425063,20,0.19005087065673168,0.2873910686269376,0.024883799953386188,4,0.17767583076375673,0.2703564784542099,0.0031071000266820192
11,SNR_5db,N,New_N_012.wav,20-4,DeepONMF_H2,2,nndsvd,0.2712462650273875,4x212,0.026200400083325803,20,0.19151055448381402,0.28916940112246,0.022035500034689903,4,0.18335827385501005,0.2978794415803519,0.003285399987362325
12,SNR_5db,N,New_N_013.wav,20-4,DeepONMF_H2,2,nndsvd,0.255876548607623,4x212,0.02596820006147027,20,0.18844622586197865,0.2976236569974373,0.022252000053413212,4,0.1747176537322242,0.2786213809844082,0.0030273000011220574
13,SNR_5db,N,New_N_014.wav,20-4,DeepONMF_H2,2,nndsvd,0.2625470698070896,4x212,0.025785099947825074,20,0.19002263771548245,0.3017001369715374,0.021590499905869365,4,0.17933766332925485,0.29358144620432935,0.0034436999121680856
14,SNR_5db,N,New_N_015.wav,20-4,DeepONMF_H2,2,nndsvd,0.2596445803115376,4x212,0.02826010005082935,20,0.1938783305376308,0.2953475626216902,0.024346700054593384,4,0.17244811386175007,0.27044529084324176,0.0030595000134781003
