distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
10-6-3,3,KNN,DeepONMF_H3,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
10-6-3,3,KNN,DeepONMF_H3,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
10-6-3,3,KNN,DeepONMF_H3,3,153,37,3,7,0.95,0.95625,0.925,0.9807692307692307,0.940625
10-6-3,3,KNN,DeepONMF_H3,4,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
10-6-3,3,KNN,DeepONMF_H3,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
10-6-3,3,KNN,DeepONMF_W,1,147,33,7,13,0.9,0.91875,0.825,0.9545454545454546,0.871875
10-6-3,3,KNN,DeepONMF_W,2,149,34,6,11,0.915,0.93125,0.85,0.9612903225806452,0.890625
10-6-3,3,KNN,DeepONMF_W,3,147,29,11,13,0.88,0.91875,0.725,0.930379746835443,0.8218749999999999
10-6-3,3,KNN,DeepONMF_W,4,146,31,9,14,0.885,0.9125,0.775,0.9419354838709677,0.84375
10-6-3,3,KNN,DeepONMF_W,5,150,32,8,10,0.91,0.9375,0.8,0.9493670886075949,0.86875
10-6-3,3,SVM,DeepONMF_H3,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
10-6-3,3,SVM,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
10-6-3,3,SVM,DeepONMF_H3,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
10-6-3,3,SVM,DeepONMF_H3,4,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
10-6-3,3,SVM,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
10-6-3,3,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
10-6-3,3,SVM,DeepONMF_W,2,142,37,3,18,0.895,0.8875,0.925,0.9793103448275862,0.90625
10-6-3,3,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
10-6-3,3,SVM,DeepONMF_W,4,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
10-6-3,3,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
10-6-3,3,UjaNet,DeepONMF_H3,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
10-6-3,3,UjaNet,DeepONMF_H3,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
10-6-3,3,UjaNet,DeepONMF_H3,3,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
10-6-3,3,UjaNet,DeepONMF_H3,4,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
10-6-3,3,UjaNet,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
10-6-3,3,UjaNet,DeepONMF_W,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
10-6-3,3,UjaNet,DeepONMF_W,2,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
10-6-3,3,UjaNet,DeepONMF_W,3,150,32,8,10,0.91,0.9375,0.8,0.9493670886075949,0.86875
10-6-3,3,UjaNet,DeepONMF_W,4,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
10-6-3,3,UjaNet,DeepONMF_W,5,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
