,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,33,2,0,0,5
real_AS,0,33,3,3,1
real_MR,0,14,21,4,1
real_MS,4,18,2,10,6
real_MVP,10,8,3,3,16
