distribucion,representacion,padding_aplicado,forma_original,forma_ujanet,filas_cero_anadidas,columnas_cero_anadidas
13-12,DeepONMF_W,False,126x12,126x12,0,0
13-12,DeepONMF_H2,False,12x212,12x212,0,0
