,N,AS,MR,MS,MVP
N,98.0,0.0,1.5,0.0,0.5
AS,0.0,94.0,3.5000000000000004,1.0,1.5
MR,0.5,2.5,94.0,1.0,2.0
MS,0.0,1.0,2.0,93.5,3.5000000000000004
MVP,3.5000000000000004,1.5,2.5,3.0,89.5
