,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,0,0,4,1
real_AS,0,35,1,3,1
real_MR,0,2,33,3,2
real_MS,0,0,2,37,1
real_MVP,3,2,3,3,29
