,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,2,1
real_AS,0,36,2,2,0
real_MR,0,0,33,3,4
real_MS,1,2,1,34,2
real_MVP,4,4,2,3,27
