distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
20-12-6,3,KNN,DeepONMF_H3,1,156,29,11,4,0.925,0.975,0.725,0.9341317365269461,0.85
20-12-6,3,KNN,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
20-12-6,3,KNN,DeepONMF_H3,3,156,28,12,4,0.92,0.975,0.7,0.9285714285714286,0.8374999999999999
20-12-6,3,KNN,DeepONMF_H3,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
20-12-6,3,KNN,DeepONMF_H3,5,158,30,10,2,0.94,0.9875,0.75,0.9404761904761905,0.86875
20-12-6,3,KNN,DeepONMF_W,1,144,39,1,16,0.915,0.9,0.975,0.993103448275862,0.9375
20-12-6,3,KNN,DeepONMF_W,2,143,36,4,17,0.895,0.89375,0.9,0.9727891156462585,0.8968750000000001
20-12-6,3,KNN,DeepONMF_W,3,146,32,8,14,0.89,0.9125,0.8,0.948051948051948,0.85625
20-12-6,3,KNN,DeepONMF_W,4,145,37,3,15,0.91,0.90625,0.925,0.9797297297297297,0.915625
20-12-6,3,KNN,DeepONMF_W,5,146,35,5,14,0.905,0.9125,0.875,0.9668874172185431,0.89375
20-12-6,3,SVM,DeepONMF_H3,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
20-12-6,3,SVM,DeepONMF_H3,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
20-12-6,3,SVM,DeepONMF_H3,3,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
20-12-6,3,SVM,DeepONMF_H3,4,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
20-12-6,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
20-12-6,3,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
20-12-6,3,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
20-12-6,3,SVM,DeepONMF_W,3,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
20-12-6,3,SVM,DeepONMF_W,4,149,38,2,11,0.935,0.93125,0.95,0.9867549668874173,0.940625
20-12-6,3,SVM,DeepONMF_W,5,147,35,5,13,0.91,0.91875,0.875,0.9671052631578947,0.896875
20-12-6,3,UjaNet,DeepONMF_H3,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
20-12-6,3,UjaNet,DeepONMF_H3,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
20-12-6,3,UjaNet,DeepONMF_H3,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
20-12-6,3,UjaNet,DeepONMF_H3,4,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
20-12-6,3,UjaNet,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
20-12-6,3,UjaNet,DeepONMF_W,1,153,39,1,7,0.96,0.95625,0.975,0.9935064935064936,0.965625
20-12-6,3,UjaNet,DeepONMF_W,2,155,39,1,5,0.97,0.96875,0.975,0.9935897435897436,0.971875
20-12-6,3,UjaNet,DeepONMF_W,3,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
20-12-6,3,UjaNet,DeepONMF_W,4,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
20-12-6,3,UjaNet,DeepONMF_W,5,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
