,N,AS,MR,MS,MVP
N,96.5,0.0,0.0,0.0,3.5000000000000004
AS,0.0,95.5,2.5,1.0,1.0
MR,2.5,4.0,90.0,3.0,0.5
MS,0.5,0.5,1.0,96.0,2.0
MVP,4.5,2.5,1.5,2.5,89.0
