,N,AS,MR,MS,MVP
N,97.0,0.0,1.5,0.5,1.0
AS,0.0,96.0,1.5,0.5,2.0
MR,0.5,3.0,93.0,2.5,1.0
MS,0.0,1.0,1.0,92.5,5.5
MVP,2.0,5.5,0.5,2.0,90.0
