indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_-8db,N,New_N_001.wav,26,DeepONMF_H1,1,nndsvd,0.31008773031705517,26x212,0.03184459998738021,26,0.31008773031705517,0.29767285967565693,0.031100800028070807
1,SNR_-8db,N,New_N_002.wav,26,DeepONMF_H1,1,nndsvd,0.31093877866836467,26x212,0.024769900017417967,26,0.31093877866836467,0.3093105630943374,0.024018700001761317
2,SNR_-8db,N,New_N_003.wav,26,DeepONMF_H1,1,nndsvd,0.31148207468292366,26x212,0.024678800022229552,26,0.31148207468292366,0.295181226353398,0.023942300002090633
3,SNR_-8db,N,New_N_004.wav,26,DeepONMF_H1,1,nndsvd,0.31236676860944457,26x212,0.02685580006800592,26,0.31236676860944457,0.3025073398357736,0.026176300016231835
4,SNR_-8db,N,New_N_005.wav,26,DeepONMF_H1,1,nndsvd,0.30851618446054335,26x212,0.026763200061395764,26,0.30851618446054335,0.31731423329100744,0.025863999966531992
5,SNR_-8db,N,New_N_006.wav,26,DeepONMF_H1,1,nndsvd,0.3075234378050707,26x212,0.03364889998920262,26,0.3075234378050707,0.3064706189031174,0.03287949995137751
6,SNR_-8db,N,New_N_007.wav,26,DeepONMF_H1,1,nndsvd,0.31118565424426853,26x212,0.0290586999617517,26,0.31118565424426853,0.3035886228597558,0.028348800027742982
7,SNR_-8db,N,New_N_008.wav,26,DeepONMF_H1,1,nndsvd,0.3103537543368936,26x212,0.028847299981862307,26,0.31035375433689366,0.3017644628066127,0.02813860005699098
8,SNR_-8db,N,New_N_009.wav,26,DeepONMF_H1,1,nndsvd,0.3100766753616246,26x212,0.028674800065346062,26,0.31007667536162464,0.31404185992791256,0.027562699979171157
9,SNR_-8db,N,New_N_010.wav,26,DeepONMF_H1,1,nndsvd,0.3113950767857852,26x212,0.02705140004400164,26,0.3113950767857852,0.3136727886167371,0.026351399952545762
10,SNR_-8db,N,New_N_011.wav,26,DeepONMF_H1,1,nndsvd,0.3142830804401739,26x212,0.027953100041486323,26,0.3142830804401739,0.30003240380680424,0.027229600003920496
