distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
14-8-5-3,4,KNN,DeepONMF_H4,1,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
14-8-5-3,4,KNN,DeepONMF_H4,2,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
14-8-5-3,4,KNN,DeepONMF_H4,3,156,31,9,4,0.935,0.975,0.775,0.9454545454545454,0.875
14-8-5-3,4,KNN,DeepONMF_H4,4,157,33,7,3,0.95,0.98125,0.825,0.9573170731707317,0.903125
14-8-5-3,4,KNN,DeepONMF_H4,5,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
14-8-5-3,4,KNN,DeepONMF_W,1,149,34,6,11,0.915,0.93125,0.85,0.9612903225806452,0.890625
14-8-5-3,4,KNN,DeepONMF_W,2,148,32,8,12,0.9,0.925,0.8,0.9487179487179487,0.8625
14-8-5-3,4,KNN,DeepONMF_W,3,149,30,10,11,0.895,0.93125,0.75,0.9371069182389937,0.840625
14-8-5-3,4,KNN,DeepONMF_W,4,151,33,7,9,0.92,0.94375,0.825,0.9556962025316456,0.8843749999999999
14-8-5-3,4,KNN,DeepONMF_W,5,152,31,9,8,0.915,0.95,0.775,0.9440993788819876,0.8625
14-8-5-3,4,SVM,DeepONMF_H4,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
14-8-5-3,4,SVM,DeepONMF_H4,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
14-8-5-3,4,SVM,DeepONMF_H4,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
14-8-5-3,4,SVM,DeepONMF_H4,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
14-8-5-3,4,SVM,DeepONMF_H4,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
14-8-5-3,4,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
14-8-5-3,4,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
14-8-5-3,4,SVM,DeepONMF_W,3,148,36,4,12,0.92,0.925,0.9,0.9736842105263158,0.9125000000000001
14-8-5-3,4,SVM,DeepONMF_W,4,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
14-8-5-3,4,SVM,DeepONMF_W,5,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
14-8-5-3,4,UjaNet,DeepONMF_H4,1,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
14-8-5-3,4,UjaNet,DeepONMF_H4,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
14-8-5-3,4,UjaNet,DeepONMF_H4,3,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
14-8-5-3,4,UjaNet,DeepONMF_H4,4,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
14-8-5-3,4,UjaNet,DeepONMF_H4,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
14-8-5-3,4,UjaNet,DeepONMF_W,1,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
14-8-5-3,4,UjaNet,DeepONMF_W,2,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
14-8-5-3,4,UjaNet,DeepONMF_W,3,152,37,3,8,0.945,0.95,0.925,0.9806451612903225,0.9375
14-8-5-3,4,UjaNet,DeepONMF_W,4,152,39,1,8,0.955,0.95,0.975,0.9934640522875817,0.9624999999999999
14-8-5-3,4,UjaNet,DeepONMF_W,5,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
