,N,AS,MR,MS,MVP
N,94.5,0.0,1.5,0.0,4.0
AS,0.5,95.5,2.5,0.5,1.0
MR,1.0,7.5,84.5,4.0,3.0
MS,0.0,1.0,0.0,93.5,5.5
MVP,4.5,4.0,2.5,2.0,87.0
