,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,0,26,6,5,3
real_MR,3,4,28,2,3
real_MS,1,3,0,31,5
real_MVP,9,2,1,1,27
