,N,AS,MR,MS,MVP
N,98.0,0.0,0.0,0.0,2.0
AS,0.0,95.5,2.5,1.0,1.0
MR,1.5,4.0,91.0,2.0,1.5
MS,0.5,1.5,1.5,93.5,3.0
MVP,1.5,3.0,1.0,1.5,93.0
