,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,1,0,1,0
real_AS,0,35,3,1,1
real_MR,0,5,31,2,2
real_MS,2,4,2,31,1
real_MVP,4,5,7,3,21
