,N,AS,MR,MS,MVP
N,98.0,0.0,1.5,0.0,0.5
AS,0.0,96.0,1.5,0.5,2.0
MR,0.5,1.0,95.5,2.0,1.0
MS,0.0,0.5,1.5,94.0,4.0
MVP,1.0,1.5,1.0,2.0,94.5
