,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,3,1
real_AS,0,28,0,4,8
real_MR,0,10,27,2,1
real_MS,0,3,1,36,0
real_MVP,0,4,1,2,33
