base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
SNR_5db,DeepONMF_H1_opt_SNR0db,1,PROMEDIO_MACRO,195,795,5,5,0.9899999999999999,0.975,0.99375,0.9752130325814538,0.984375,200
SNR_5db,DeepONMF_H1_opt_SNR0db,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9248092812168698,0.953125,200
SNR_5db,DeepONMF_H1_opt_SNR0db,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9199999999999999,0.9800000000000001,0.9200641848523748,0.95,200
SNR_5db,DeepONMF_H1_opt_SNR0db,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.9887499999999999,0.9550969355847405,0.971875,200
SNR_5db,DeepONMF_H1_opt_SNR0db,5,PROMEDIO_MACRO,187,787,13,13,0.9739999999999999,0.9349999999999999,0.98375,0.9369307632298524,0.959375,200
