distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
8-6-3,3,KNN,DeepONMF_H3,1,158,33,7,2,0.955,0.9875,0.825,0.9575757575757575,0.90625
8-6-3,3,KNN,DeepONMF_H3,2,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
8-6-3,3,KNN,DeepONMF_H3,3,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
8-6-3,3,KNN,DeepONMF_H3,4,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
8-6-3,3,KNN,DeepONMF_H3,5,159,31,9,1,0.95,0.99375,0.775,0.9464285714285714,0.884375
8-6-3,3,KNN,DeepONMF_W,1,148,35,5,12,0.915,0.925,0.875,0.9673202614379085,0.9
8-6-3,3,KNN,DeepONMF_W,2,150,33,7,10,0.915,0.9375,0.825,0.9554140127388535,0.88125
8-6-3,3,KNN,DeepONMF_W,3,151,30,10,9,0.905,0.94375,0.75,0.937888198757764,0.846875
8-6-3,3,KNN,DeepONMF_W,4,144,33,7,16,0.885,0.9,0.825,0.9536423841059603,0.8625
8-6-3,3,KNN,DeepONMF_W,5,150,36,4,10,0.93,0.9375,0.9,0.974025974025974,0.91875
8-6-3,3,SVM,DeepONMF_H3,1,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
8-6-3,3,SVM,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
8-6-3,3,SVM,DeepONMF_H3,3,153,36,4,7,0.945,0.95625,0.9,0.9745222929936306,0.9281250000000001
8-6-3,3,SVM,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
8-6-3,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
8-6-3,3,SVM,DeepONMF_W,1,143,39,1,17,0.91,0.89375,0.975,0.9930555555555556,0.934375
8-6-3,3,SVM,DeepONMF_W,2,143,38,2,17,0.905,0.89375,0.95,0.9862068965517241,0.921875
8-6-3,3,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
8-6-3,3,SVM,DeepONMF_W,4,142,37,3,18,0.895,0.8875,0.925,0.9793103448275862,0.90625
8-6-3,3,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
8-6-3,3,UjaNet,DeepONMF_H3,1,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
8-6-3,3,UjaNet,DeepONMF_H3,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
8-6-3,3,UjaNet,DeepONMF_H3,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
8-6-3,3,UjaNet,DeepONMF_H3,4,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
8-6-3,3,UjaNet,DeepONMF_H3,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
8-6-3,3,UjaNet,DeepONMF_W,1,152,39,1,8,0.955,0.95,0.975,0.9934640522875817,0.9624999999999999
8-6-3,3,UjaNet,DeepONMF_W,2,160,35,5,0,0.975,1.0,0.875,0.9696969696969697,0.9375
8-6-3,3,UjaNet,DeepONMF_W,3,153,35,5,7,0.94,0.95625,0.875,0.9683544303797469,0.915625
8-6-3,3,UjaNet,DeepONMF_W,4,154,38,2,6,0.96,0.9625,0.95,0.9871794871794872,0.95625
8-6-3,3,UjaNet,DeepONMF_W,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
