,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,31,0,6,0,3
real_AS,0,36,3,0,1
real_MR,0,0,34,1,5
real_MS,0,0,4,33,3
real_MVP,4,3,5,1,27
