,N,AS,MR,MS,MVP
N,97.0,0.0,0.5,0.0,2.5
AS,0.0,95.5,2.0,0.5,2.0
MR,0.0,3.5000000000000004,93.5,2.0,1.0
MS,0.0,2.0,1.5,94.0,2.5
MVP,5.5,3.5000000000000004,1.5,2.0,87.5
