indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h
0,8-22,2,0.0895835788961188,22x212,0.01906390002113767,8,0.06867954069028494,0.3863470079572137,22,0.04533692487368038,0.15597392421800435
1,8-22,2,0.09530635882663878,22x212,0.024586200015619397,8,0.07401385016259768,0.4108736892591097,22,0.04864163108783854,0.1626155942683623
2,8-22,2,0.09922139125254884,22x212,0.021876999991945922,8,0.07508238169729366,0.3363582255488888,22,0.054585489998768784,0.1489697734632691
3,8-22,2,0.10614483304366966,22x212,0.02008760001626797,8,0.07777835992524645,0.3141512654026875,22,0.05348031163342363,0.1434073330861966
4,8-22,2,0.09574828441571209,22x212,0.019112299982225522,8,0.0735635834955929,0.3155136667744441,22,0.04358966097237643,0.1928599279032518
5,8-22,2,0.09142417305132189,22x212,0.026662500022212043,8,0.07235180377259791,0.3443095046869515,22,0.03736253404590769,0.21615688098119465
6,8-22,2,0.09594284270215887,22x212,0.02945410000393167,8,0.07203602860686986,0.3839278001014825,22,0.04279531324513957,0.18077752793294632
7,8-22,2,0.0985382319249282,22x212,0.02878019999479875,8,0.07689901754865619,0.37838661317771677,22,0.05667606352690019,0.20180298161339502
8,8-22,2,0.08479052919816694,22x212,0.024703600007342175,8,0.0585736871917826,0.33673683159272466,22,0.046670055151552675,0.14947367900589675
9,8-22,2,0.09201111132032881,22x212,0.018093899998348206,8,0.06651334209936297,0.36541410737452146,22,0.048338767317171155,0.18279006710322188
10,8-22,2,0.0972177415988267,22x212,0.024817900004563853,8,0.07314317719576546,0.39400552337083583,22,0.04833657063925374,0.16676451581771254
11,8-22,2,0.10435553029086582,22x212,0.01981629998772405,8,0.08524725232087053,0.30724815871294275,22,0.04292818430469537,0.1530654083859108
12,8-22,2,0.09919848515034128,22x212,0.025121100014075637,8,0.07385759047930798,0.35227016149390206,22,0.05373003029964229,0.25846434662091594
13,8-22,2,0.0922120202484238,22x212,0.02877579999039881,8,0.06939474854317124,0.4129031039943759,22,0.06907653274093334,0.165099007688292
14,8-22,2,0.10646578968201642,22x212,0.029721900005824864,8,0.07823118715754634,0.37454718175916557,22,0.06958918370288418,0.1550235156736141
15,8-22,2,0.10402035801501569,22x212,0.03182019997620955,8,0.08068939657039208,0.3019905341657572,22,0.043500279311308516,0.16641318401599098
16,8-22,2,0.08467916325277368,22x212,0.03170609998051077,8,0.06430447074474419,0.3510989547412406,22,0.04144124617603865,0.15104690094300652
17,8-22,2,0.0937621778717436,22x212,0.022962399991229177,8,0.07355850578775104,0.3591032637802825,22,0.046879106994477074,0.17021757903879242
18,8-22,2,0.09866066971488492,22x212,0.02692679999745451,8,0.07611953335418274,0.31032693908697434,22,0.04256475086364632,0.17764122345701464
19,8-22,2,0.11819063732474902,22x212,0.022974099993007258,8,0.09372601621492498,0.360796165843536,22,0.05732179926460945,0.14124418345072884
20,8-22,2,0.10181935506289622,22x212,0.020541900012176484,8,0.07641270780804764,0.3445414952176503,22,0.05451794064733792,0.16873454563721876
21,8-22,2,0.10655812819802149,22x212,0.02201379998587072,8,0.07888870286738547,0.40083033400151574,22,0.04990251647642187,0.1689295521007327
22,8-22,2,0.119376163053954,22x212,0.018734499986749142,8,0.09595084710676863,0.3276764202031825,22,0.07254050241261728,0.1988850948636024
23,8-22,2,0.10501814435220583,22x212,0.0222743000194896,8,0.08392927718077817,0.3602148124380961,22,0.0540899274572006,0.14743221421714228
24,8-22,2,0.1036456489708492,22x212,0.021085200016386807,8,0.08351883256833614,0.3574608685619938,22,0.04525041212172837,0.1597183462710771
25,8-22,2,0.11257568619927985,22x212,0.024771999975200742,8,0.08273545697902918,0.36369989895155336,22,0.09387071940894101,0.2446704702503701
26,8-22,2,0.10049778092949359,22x212,0.019947099994169548,8,0.07477021040645893,0.25637482445676774,22,0.04159509817942633,0.17186309289290702
27,8-22,2,0.09437928188866834,22x212,0.020406900002853945,8,0.07144455040240687,0.33731754888915244,22,0.04573359572839512,0.18451895452947964
28,8-22,2,0.0994416525813488,22x212,0.02129810000769794,8,0.07808577964070149,0.2911646370253057,22,0.042112813861027616,0.12753884644735697
29,8-22,2,0.09271815910355308,22x212,0.019614599994383752,8,0.07134928809960507,0.26944249897608596,22,0.038377189539636716,0.16059063010992894
30,8-22,2,0.08462691659757303,22x212,0.019870099989930168,8,0.0626871388217657,0.3754558073970153,22,0.044511819437820004,0.1534702314230876
31,8-22,2,0.10274366200841895,22x212,0.02615009999135509,8,0.08238119705692905,0.3076052259417744,22,0.041356910467635254,0.16383497718675946
32,8-22,2,0.09698880316913808,22x212,0.01854669998283498,8,0.07397735689506608,0.3721426043037686,22,0.04370199033788448,0.15423003925687073
33,8-22,2,0.09474869346727091,22x212,0.027680500003043562,8,0.07230556540115507,0.3231001908914349,22,0.04346200550569334,0.20677625909599692
34,8-22,2,0.09839366248528107,22x212,0.020488700014539063,8,0.07151184945104291,0.26729086760453846,22,0.04298504921565868,0.20991574173749278
