distribucion,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
8-5-3,KNN,DeepONMF_H3,0.9356,0.003847076812334298,0.8390000000000001,0.00961769203083569,0.95975,0.0024044230077089187,0.8555500177034991,0.009774628663443878,0.899375,0.006011057519272287
8-5-3,KNN,DeepONMF_W,0.8596,0.009316651759081668,0.649,0.023291629397704273,0.91225,0.005822907349426122,0.6773538149154336,0.0264100506315472,0.780625,0.014557268373565182
8-5-3,SVM,DeepONMF_H3,0.9608000000000001,0.005585696017507567,0.9019999999999999,0.01396424004376895,0.9754999999999999,0.00349106001094224,0.904773149056212,0.01667730448889052,0.93875,0.008727650027355588
8-5-3,SVM,DeepONMF_W,0.8948,0.01188276062201042,0.737,0.029706901555025873,0.9342500000000001,0.007426725388756492,0.7475231932915423,0.032008512126967426,0.835625,0.018566813471891198
8-5-3,UjaNet,DeepONMF_H3,0.9751999999999998,0.012377398757412618,0.9380000000000001,0.030943496893531586,0.9845,0.007735874223382886,0.9401057961694651,0.028949478010574996,0.96125,0.01933968555845728
8-5-3,UjaNet,DeepONMF_W,0.9492,0.005019960159204451,0.873,0.012549900398011104,0.9682499999999999,0.0031374750995027687,0.8814761225997048,0.011564421036186023,0.920625,0.007843687748756977
