,N,AS,MR,MS,MVP
N,90.5,0.0,3.0,1.5,5.0
AS,0.0,96.0,3.0,0.5,0.5
MR,3.0,6.0,89.5,0.0,1.5
MS,0.0,0.0,5.5,88.5,6.0
MVP,3.0,5.5,9.0,4.5,78.0
