indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_0db,N,New_N_001.wav,30-13-6,DeepONMF_H3,3,0.40000212133951596,6x212,0.0260884000454098,30,0.26554324869288126,0.2572744087293749,0.017323200008831918,13,0.4337700696924574,0.14824101017446112,0.004800800001248717,6,0.49218560551024587,0.13184170121518815,0.0028312000213190913
1,SNR_0db,N,New_N_002.wav,30-13-6,DeepONMF_H3,3,0.3903922147700342,6x212,0.028128599980846047,30,0.25461027181681567,0.24367850143450298,0.019861499895341694,13,0.4627681791489486,0.16900937206024697,0.004624199937097728,6,0.5337220774170086,0.1954352885924189,0.0027876999229192734
2,SNR_0db,N,New_N_003.wav,30-13-6,DeepONMF_H3,3,0.38766647817092575,6x212,0.025491500040516257,30,0.25241099885153956,0.2464338112590246,0.0168708999408409,13,0.4454880560207954,0.14577089803622734,0.0049845000030472875,6,0.527098759398228,0.11496513693038568,0.0028617000207304955
3,SNR_0db,N,New_N_004.wav,30-13-6,DeepONMF_H3,3,0.4067264663921799,6x212,0.024657699977979064,30,0.26431950350678735,0.24548887038189063,0.0167848999844864,13,0.4252619037239478,0.15339941067691037,0.004327700007706881,6,0.5007539757828604,0.13107397716509128,0.002643299987539649
4,SNR_0db,N,New_N_005.wav,30-13-6,DeepONMF_H3,3,0.3894435530910396,6x212,0.02448380005080253,30,0.25214495064287745,0.252384896932891,0.01603130006697029,13,0.45137022597464876,0.1601552836191741,0.004231699975207448,6,0.5606157144765095,0.16575773885140635,0.0028449000092223287
5,SNR_0db,N,New_N_006.wav,30-13-6,DeepONMF_H3,3,0.40004818735609865,6x212,0.02396070002578199,30,0.2609380777506974,0.2449649424121838,0.015923800063319504,13,0.43398927892003597,0.1552932601239687,0.004487399943172932,6,0.5696236465653655,0.1414472749344688,0.002669599954970181
6,SNR_0db,N,New_N_007.wav,30-13-6,DeepONMF_H3,3,0.41045822931335363,6x212,0.025342000066302717,30,0.26195692975190427,0.2557708783074581,0.01734929997473955,13,0.3975287518601054,0.1566737027064834,0.004203999997116625,6,0.5125110589466607,0.1402198977246318,0.0025120999198406935
7,SNR_0db,N,New_N_008.wav,30-13-6,DeepONMF_H3,3,0.42842360559560716,6x212,0.02382880006916821,30,0.26203449497711,0.26006681434437184,0.015552000026218593,13,0.40186622158944024,0.15355180613800984,0.004762799944728613,6,0.5002699552610526,0.12285724042823777,0.002628799993544817
8,SNR_0db,N,New_N_009.wav,30-13-6,DeepONMF_H3,3,0.3883591569046804,6x212,0.024628299986943603,30,0.2611476036865868,0.2489281834849744,0.01664000004529953,13,0.43282003098359456,0.1658289368693197,0.004322200082242489,6,0.5407493654065912,0.15277425094500302,0.0026864000828936696
9,SNR_0db,N,New_N_010.wav,30-13-6,DeepONMF_H3,3,0.4208832691314617,6x212,0.023537800065241754,30,0.2625327878948266,0.2577650675868431,0.015130499959923327,13,0.4048477282310433,0.1504009700091949,0.004937399993650615,6,0.47716996025223546,0.11347226492102287,0.0026436999905854464
