distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
16-12-8-4,4,KNN,DeepONMF_H4,0.9268000000000001,0.011882760622010338,0.817,0.029706901555025936,0.95425,0.007426725388756488,0.8411364943097608,0.020791696310504627,0.8856249999999999,0.018566813471891222
16-12-8-4,4,KNN,DeepONMF_W,0.8516,0.010899541274751021,0.629,0.027248853186877364,0.90725,0.006812213296719397,0.6566357943814382,0.027888286481762316,0.7681250000000001,0.017030533241798384
16-12-8-4,4,SVM,DeepONMF_H4,0.9536,0.00622896460095893,0.884,0.015572411502397524,0.9710000000000001,0.003893102875599386,0.8861616210465989,0.01730200276462352,0.9275,0.009732757188998391
16-12-8-4,4,SVM,DeepONMF_W,0.8952,0.007293833011524067,0.738,0.01823458252881043,0.9344999999999999,0.004558645632202586,0.7426425339495434,0.016855533904212405,0.83625,0.0113966140805065
16-12-8-4,4,UjaNet,DeepONMF_H4,0.974,0.0061644140029690235,0.9349999999999999,0.015411035007422474,0.98375,0.0038527587518556506,0.9366865325699252,0.015225615731080496,0.959375,0.00963189687963901
16-12-8-4,4,UjaNet,DeepONMF_W,0.9448000000000001,0.006418722614352479,0.8619999999999999,0.016046806535881173,0.9655000000000001,0.004011701633970335,0.8728791144976575,0.011181845813612425,0.91375,0.010029254084925754
