distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
3-15,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.7150000000000001,0.92875,0.8105760905760906,0.821875,200
3-15,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,138,738,62,62,0.876,0.69,0.9225,0.7578130138595254,0.8062499999999998,200
3-15,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.7150000000000001,0.92875,0.762000962000962,0.821875,200
3-15,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,142,742,58,58,0.884,0.7100000000000001,0.9274999999999999,0.7632464971166428,0.81875,200
3-15,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.7150000000000001,0.92875,0.805303659227292,0.821875,200
3-15,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.7098380996961119,0.796875,200
3-15,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,135,735,65,65,0.8700000000000001,0.6749999999999999,0.91875,0.7103472589458841,0.796875,200
3-15,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,130,730,70,70,0.8600000000000001,0.6500000000000001,0.9125,0.6789641299604752,0.78125,200
3-15,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,120,720,80,80,0.8400000000000001,0.6,0.9,0.6302591444260687,0.7500000000000001,200
3-15,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,139,739,61,61,0.8780000000000001,0.6950000000000001,0.9237499999999998,0.7495788265151974,0.809375,200
3-15,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8417975579191882,0.890625,200
3-15,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8760313670069767,0.921875,200
3-15,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,169,769,31,31,0.938,0.8450000000000001,0.9612499999999999,0.8467649467649467,0.903125,200
3-15,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8399999999999999,0.9600000000000002,0.8467127947875224,0.9,200
3-15,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9724999999999999,0.8953557779387058,0.93125,200
3-15,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,154,754,46,46,0.908,0.77,0.9424999999999999,0.7945639376622494,0.85625,200
3-15,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.755,0.93875,0.7602448115285085,0.846875,200
3-15,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,149,749,51,51,0.898,0.7449999999999999,0.93625,0.7529329444570418,0.840625,200
3-15,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.7447104478463711,0.840625,200
3-15,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7522685301867339,0.84375,200
3-15,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,186,786,14,14,0.9720000000000001,0.93,0.9824999999999999,0.9311303630623271,0.95625,200
3-15,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,188,788,12,12,0.976,0.9400000000000001,0.985,0.9404844176631203,0.9625,200
3-15,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,178,778,22,22,0.9560000000000001,0.8899999999999999,0.9724999999999999,0.8986793593456129,0.93125,200
3-15,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9099999999999999,0.9775,0.9149502544239386,0.94375,200
3-15,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9550000000000001,0.9887499999999999,0.9556689267664877,0.971875,200
3-15,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.9649999999999999,0.8698062133350302,0.9125,200
3-15,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,169,769,31,31,0.9380000000000001,0.845,0.96125,0.8461371961371962,0.903125,200
3-15,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,160,760,40,40,0.9199999999999999,0.8,0.9500000000000002,0.8091755793226382,0.875,200
3-15,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,167,767,33,33,0.9339999999999999,0.835,0.95875,0.836625626994984,0.896875,200
3-15,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.9650000000000001,0.8699649317091179,0.9125,200
