,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,32,0,0,3,5
real_AS,0,38,0,1,1
real_MR,0,5,33,2,0
real_MS,3,5,1,27,4
real_MVP,4,2,5,2,27
