,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,0,0,2,3
real_AS,0,32,2,5,1
real_MR,0,3,30,5,2
real_MS,4,0,3,29,4
real_MVP,5,3,1,6,25
