,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,40,0,0,0,0
real_AS,0,29,3,3,5
real_MR,0,1,36,3,0
real_MS,1,5,2,31,1
real_MVP,2,2,3,1,32
