indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_0db,N,New_N_001.wav,28-2,DeepONMF_H2,2,0.36749606347343017,2x212,0.023994300048798323,28,0.2593534583244083,0.2662087884454387,0.02053680003155023,2,0.7259306599288629,0.11071227561565893,0.002548399963416159
1,SNR_0db,N,New_N_002.wav,28-2,DeepONMF_H2,2,0.3891381081627751,2x212,0.0207440999802202,28,0.2653781567321709,0.2555615967658174,0.017621800070628524,2,0.7287211595035397,0.120356088899553,0.002368599991314113
2,SNR_0db,N,New_N_003.wav,28-2,DeepONMF_H2,2,0.49519559747454595,2x212,0.021028999937698245,28,0.26511399524984014,0.24813472989595306,0.01792460004799068,2,0.7005546727233651,0.06179778256836709,0.0022511000279337168
3,SNR_0db,N,New_N_004.wav,28-2,DeepONMF_H2,2,0.3984342840622367,2x212,0.02133080002386123,28,0.26492621687279394,0.25381973028206295,0.017337299999780953,2,0.7362131622137731,0.11006773971795022,0.003210800001397729
4,SNR_0db,N,New_N_005.wav,28-2,DeepONMF_H2,2,0.43554987709508736,2x212,0.018052099971100688,28,0.261384349652407,0.2417894962626813,0.014829799998551607,2,0.7450905347490892,0.12958674428640754,0.0024496999103575945
5,SNR_0db,N,New_N_006.wav,28-2,DeepONMF_H2,2,0.374243961201077,2x212,0.01979580009356141,28,0.26023350286405716,0.24057861485647916,0.01673480006866157,2,0.7521929259174751,0.13664703586497673,0.0022827000357210636
6,SNR_0db,N,New_N_007.wav,28-2,DeepONMF_H2,2,0.3703034807497086,2x212,0.020375899970531464,28,0.266872377661047,0.24476526322563263,0.017237900057807565,2,0.7570168157474828,0.11775187181731747,0.0024132999824360013
7,SNR_0db,N,New_N_008.wav,28-2,DeepONMF_H2,2,0.3630194371602085,2x212,0.020769899943843484,28,0.2605694229574874,0.24611853805677653,0.017438699956983328,2,0.7662872811777749,0.11527655355339178,0.002561099943704903
8,SNR_0db,N,New_N_009.wav,28-2,DeepONMF_H2,2,0.3801296165105006,2x212,0.020264299935661256,28,0.26154715441285786,0.2547251688583097,0.016544800018891692,2,0.7269665895212393,0.09950784252001885,0.002886100090108812
9,SNR_0db,N,New_N_010.wav,28-2,DeepONMF_H2,2,0.3781913563366809,2x212,0.023051899974234402,28,0.2648659298459852,0.24909695163497622,0.019919499987736344,2,0.7369560391859767,0.09952496305876235,0.0023536999942734838
10,SNR_0db,N,New_N_011.wav,28-2,DeepONMF_H2,2,0.3792428097702828,2x212,0.01883870002347976,28,0.2645135388629858,0.2469556143798392,0.01580729999113828,2,0.7275490610253585,0.10246921161254337,0.0023603999288752675
11,SNR_0db,N,New_N_012.wav,28-2,DeepONMF_H2,2,0.3961318910417617,2x212,0.021001000073738396,28,0.2618859771456844,0.25522072965958215,0.01794960000552237,2,0.725851161768941,0.14362999409915816,0.0023256000131368637
12,SNR_0db,N,New_N_013.wav,28-2,DeepONMF_H2,2,0.41549236724775684,2x212,0.01870090002194047,28,0.2584799409836754,0.25331740365021926,0.015485999989323318,2,0.7285688874701209,0.13425504222426862,0.002305900095961988
13,SNR_0db,N,New_N_014.wav,28-2,DeepONMF_H2,2,0.42115001425771503,2x212,0.01951430004555732,28,0.2617646403062162,0.2488977133869818,0.015642300015315413,2,0.7243920526188744,0.09169096920881187,0.0028153000166639686
14,SNR_0db,N,New_N_015.wav,28-2,DeepONMF_H2,2,0.35346882866880613,2x212,0.017888400005176663,28,0.26214407979665416,0.2621893680805584,0.013671200023964047,2,0.7440058100982485,0.14470296443656264,0.003361899987794459
15,SNR_0db,N,New_N_016.wav,28-2,DeepONMF_H2,2,0.42528568966719704,2x212,0.020900200004689395,28,0.26969798328534583,0.24369665752829522,0.017378399963490665,2,0.6927726768365554,0.0850814690054609,0.002784100011922419
16,SNR_0db,N,New_N_017.wav,28-2,DeepONMF_H2,2,0.5185515158051945,2x212,0.022678500041365623,28,0.2595829505476165,0.2449556513162754,0.018315099994651973,2,0.6957482637858112,0.19850230435893362,0.0035833000438287854
17,SNR_0db,N,New_N_018.wav,28-2,DeepONMF_H2,2,0.3713345046563496,2x212,0.020551100024022162,28,0.2635666405941502,0.24908838318871113,0.017216000007465482,2,0.7436974618755983,0.11724266311821492,0.002586800022982061
18,SNR_0db,N,New_N_019.wav,28-2,DeepONMF_H2,2,0.4034645552906713,2x212,0.021019799984060228,28,0.2654312378790707,0.25144186429588566,0.017963899997994304,2,0.7332363485336628,0.10440129973208989,0.0024296001065522432
19,SNR_0db,N,New_N_020.wav,28-2,DeepONMF_H2,2,0.4121529731007592,2x212,0.020234900061041117,28,0.2669682591396137,0.24970075291380617,0.017177000059746206,2,0.7212234344978692,0.08897841864207735,0.0024184000212699175
20,SNR_0db,N,New_N_021.wav,28-2,DeepONMF_H2,2,0.37977436343996,2x212,0.02014850010164082,28,0.2636460206919136,0.2447006603085023,0.01717770006507635,2,0.746311309076085,0.10764570163176153,0.0023299999302253127
21,SNR_0db,N,New_N_022.wav,28-2,DeepONMF_H2,2,0.3819085124122505,2x212,0.01945759996306151,28,0.2637995849062382,0.24510634799492229,0.01635990000795573,2,0.7362346742494604,0.10494002897725627,0.0023340999614447355
22,SNR_0db,N,New_N_023.wav,28-2,DeepONMF_H2,2,0.409899447891039,2x212,0.020506000029854476,28,0.2593007377761891,0.23668102918636194,0.016911500017158687,2,0.7618028761302502,0.11974357025581378,0.002629399998113513
23,SNR_0db,N,New_N_024.wav,28-2,DeepONMF_H2,2,0.3983250945416019,2x212,0.021639599930495024,28,0.2668252535199994,0.25594313460862167,0.01783440005965531,2,0.7282208630657944,0.09818748153529347,0.0028740999987348914
24,SNR_0db,N,New_N_025.wav,28-2,DeepONMF_H2,2,0.35668465763836915,2x212,0.023220299975946546,28,0.26644281537195236,0.23552827463829096,0.018936599954031408,2,0.7765753697964259,0.13866523090256838,0.0033165999921038747
25,SNR_0db,N,New_N_026.wav,28-2,DeepONMF_H2,2,0.35394098004881025,2x212,0.02267730003222823,28,0.2666833638085191,0.25061657074935184,0.018608300015330315,2,0.759363243207031,0.13979829690038897,0.0030461999122053385
26,SNR_0db,N,New_N_027.wav,28-2,DeepONMF_H2,2,0.34749804242314397,2x212,0.02089200005866587,28,0.2631864725400352,0.2570264638616149,0.017372599919326603,2,0.7535954641722288,0.15506441126790274,0.0025900000473484397
