indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_-5db,N,New_N_001.wav,10,DeepONMF_H1,1,0.37239621531124817,10x212,0.007517299964092672,10,0.37239621531124817,0.27588148501489035,0.006773300003260374
1,SNR_-5db,N,New_N_002.wav,10,DeepONMF_H1,1,0.3654094786845305,10x212,0.006548399920575321,10,0.3654094786845305,0.2806130076355991,0.005851699970662594
2,SNR_-5db,N,New_N_003.wav,10,DeepONMF_H1,1,0.36755592043497143,10x212,0.0071295000379905105,10,0.36755592043497143,0.3034895419585056,0.006359199993312359
3,SNR_-5db,N,New_N_004.wav,10,DeepONMF_H1,1,0.37003202986197725,10x212,0.007451500045135617,10,0.37003202986197725,0.28303729144664697,0.006832199986092746
4,SNR_-5db,N,New_N_005.wav,10,DeepONMF_H1,1,0.36368083784974603,10x212,0.0069361000787466764,10,0.3636808378497461,0.2956653694429189,0.006445400067605078
5,SNR_-5db,N,New_N_006.wav,10,DeepONMF_H1,1,0.3647460773844537,10x212,0.007186900009401143,10,0.3647460773844537,0.2670895159017353,0.006402699975296855
6,SNR_-5db,N,New_N_007.wav,10,DeepONMF_H1,1,0.36777692381026206,10x212,0.007549299974925816,10,0.367776923810262,0.28070722571938417,0.006770299980416894
7,SNR_-5db,N,New_N_008.wav,10,DeepONMF_H1,1,0.3720578126727661,10x212,0.00764510000590235,10,0.37205781267276605,0.2380303406068842,0.006895900005474687
8,SNR_-5db,N,New_N_009.wav,10,DeepONMF_H1,1,0.36614704648926705,10x212,0.007177899940870702,10,0.36614704648926705,0.27479837486938163,0.006555799976922572
9,SNR_-5db,N,New_N_010.wav,10,DeepONMF_H1,1,0.36615516894228184,10x212,0.00770279997959733,10,0.36615516894228184,0.2723942853298622,0.007055700058117509
10,SNR_-5db,N,New_N_011.wav,10,DeepONMF_H1,1,0.36973851206170694,10x212,0.007628499995917082,10,0.36973851206170694,0.2691856373119762,0.0069766000378876925
11,SNR_-5db,N,New_N_012.wav,10,DeepONMF_H1,1,0.37129175059292635,10x212,0.008007299969904125,10,0.37129175059292635,0.27819619106522125,0.00746440002694726
