,N,AS,MR,MS,MVP
N,94.0,1.0,1.0,1.5,2.5
AS,0.5,88.5,4.5,4.5,2.0
MR,0.0,6.5,85.0,7.5,1.0
MS,2.5,5.5,1.5,86.5,4.0
MVP,4.0,8.5,6.0,3.0,78.5
