,N,AS,MR,MS,MVP
N,88.0,1.5,0.0,2.0,8.5
AS,0.0,77.5,12.5,8.5,1.5
MR,0.0,9.0,79.0,7.5,4.5
MS,4.5,10.5,2.0,73.0,10.0
MVP,5.0,8.0,16.0,12.5,58.5
