clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,148,12,2,0.93,0.95,0.925,0.76,0.9375,40
AS,29,147,13,11,0.88,0.725,0.91875,0.6904761904761905,0.8218749999999999,40
MR,29,153,7,11,0.91,0.725,0.95625,0.8055555555555556,0.840625,40
MS,29,146,14,11,0.875,0.725,0.9125,0.6744186046511628,0.81875,40
MVP,22,153,7,18,0.875,0.55,0.95625,0.7586206896551724,0.753125,40
PROMEDIO_MACRO,147,747,53,53,0.8940000000000001,0.735,0.9337500000000001,0.7378142080676161,0.834375,200
