,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,1,0,2,0
real_AS,0,36,2,2,0
real_MR,0,3,35,2,0
real_MS,0,6,1,32,1
real_MVP,10,2,3,2,23
