distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
9-3,2,KNN,DeepONMF_H2,1,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
9-3,2,KNN,DeepONMF_H2,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
9-3,2,KNN,DeepONMF_H2,3,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
9-3,2,KNN,DeepONMF_H2,4,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
9-3,2,KNN,DeepONMF_H2,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
9-3,2,KNN,DeepONMF_W,1,149,27,13,11,0.88,0.93125,0.675,0.9197530864197531,0.8031250000000001
9-3,2,KNN,DeepONMF_W,2,148,30,10,12,0.89,0.925,0.75,0.9367088607594937,0.8375
9-3,2,KNN,DeepONMF_W,3,150,30,10,10,0.9,0.9375,0.75,0.9375,0.84375
9-3,2,KNN,DeepONMF_W,4,148,31,9,12,0.895,0.925,0.775,0.9426751592356688,0.8500000000000001
9-3,2,KNN,DeepONMF_W,5,150,33,7,10,0.915,0.9375,0.825,0.9554140127388535,0.88125
9-3,2,SVM,DeepONMF_H2,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
9-3,2,SVM,DeepONMF_H2,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
9-3,2,SVM,DeepONMF_H2,3,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
9-3,2,SVM,DeepONMF_H2,4,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
9-3,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
9-3,2,SVM,DeepONMF_W,1,144,39,1,16,0.915,0.9,0.975,0.993103448275862,0.9375
9-3,2,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
9-3,2,SVM,DeepONMF_W,3,149,37,3,11,0.93,0.93125,0.925,0.9802631578947368,0.9281250000000001
9-3,2,SVM,DeepONMF_W,4,142,38,2,18,0.9,0.8875,0.95,0.9861111111111112,0.91875
9-3,2,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
9-3,2,UjaNet,DeepONMF_H2,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
9-3,2,UjaNet,DeepONMF_H2,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
9-3,2,UjaNet,DeepONMF_H2,3,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
9-3,2,UjaNet,DeepONMF_H2,4,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
9-3,2,UjaNet,DeepONMF_H2,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
9-3,2,UjaNet,DeepONMF_W,1,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
9-3,2,UjaNet,DeepONMF_W,2,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
9-3,2,UjaNet,DeepONMF_W,3,154,34,6,6,0.94,0.9625,0.85,0.9625,0.90625
9-3,2,UjaNet,DeepONMF_W,4,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
9-3,2,UjaNet,DeepONMF_W,5,160,35,5,0,0.975,1.0,0.875,0.9696969696969697,0.9375
