,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,34,1,0,2,3
real_AS,0,30,6,2,2
real_MR,0,10,29,0,1
real_MS,10,18,1,7,4
real_MVP,8,6,0,2,24
