base,clasificador,protocolo_ujanet,representacion,distribucion,numero_capas,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std,predicciones,aciertos,exactitud_directa,ruta_matriz_png,ruta_matriz_conteos,ruta_predicciones
SNR_0db,UjaNet,ultima_juan_ujanet_multiclase_v3_nndsvd_auditado,DeepONMF_H3,20-9-4,3,0.9776,0.007536577472566716,0.944,0.018841443681416766,0.9860000000000001,0.0047103609203542045,0.9453486821447834,0.0189905953777204,0.9650000000000001,0.011775902300885484,1000,944,0.944,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\02_optimizacion_dataset_SNR0db\evaluacion_ujanet\20_9_4\matriz_confusion_agregada\matriz_confusion.png,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\02_optimizacion_dataset_SNR0db\evaluacion_ujanet\20_9_4\matriz_confusion_agregada\matriz_confusion_conteos.csv,C:\Users\armga\OneDrive\Escritorio\TFG\Ultima implementacio Juan\ULTIMA\02_optimizacion_dataset_SNR0db\evaluacion_ujanet\20_9_4\matriz_confusion_agregada\predicciones_agregadas.csv
