,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,3,0
real_AS,0,34,0,2,4
real_MR,0,3,34,1,2
real_MS,0,1,2,36,1
real_MVP,0,3,2,2,33
