,N,AS,MR,MS,MVP
N,92.0,0.0,1.5,2.5,4.0
AS,0.0,85.0,4.5,6.5,4.0
MR,0.0,8.0,80.5,8.5,3.0
MS,3.5000000000000004,3.5000000000000004,1.0,88.5,3.5000000000000004
MVP,4.5,10.5,5.0,2.5,77.5
