indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h
0,10-20,2,0.09954972904312707,20x212,0.031013300002086908,10,0.06681057339576545,0.39288817325520325,20,0.07695097458350786,0.13441814294106524
1,10-20,2,0.09338244823975836,20x212,0.04205720001482405,10,0.0611573449139471,0.37122554942374464,20,0.07189655239069588,0.16144692273293546
2,10-20,2,0.09825882497465122,20x212,0.032713099993998185,10,0.06460343198708117,0.362462569480511,20,0.06972641865706146,0.13085119667650966
3,10-20,2,0.09141737304270386,20x212,0.03608940000412986,10,0.06688616458150423,0.34485389385620413,20,0.04982089447234269,0.1755623839191424
4,10-20,2,0.09113546023599806,20x212,0.02696659998036921,10,0.0668161530816433,0.34331446094955054,20,0.058951440345458864,0.13394793623752413
5,10-20,2,0.10003092752310892,20x212,0.02433550002751872,10,0.0701909872570839,0.33957578192444426,20,0.05897199253210358,0.13773675689858325
6,10-20,2,0.10741008650592795,20x212,0.030663900019135326,10,0.061820903714820054,0.36675212351729486,20,0.09970528022393475,0.19407635339998996
7,10-20,2,0.08480372089110096,20x212,0.028773099998943508,10,0.056697103869812256,0.3449041447522355,20,0.046952475960216275,0.1765359691483501
8,10-20,2,0.08991917492240166,20x212,0.0341939999780152,10,0.05823981278414612,0.3471525089247904,20,0.05638151355080367,0.1551405184617946
9,10-20,2,0.0979198826367287,20x212,0.02684509998653084,10,0.059099553109907624,0.3312704777190992,20,0.06809357933096287,0.20282425339828508
10,10-20,2,0.09933931894959136,20x212,0.03427699999883771,10,0.0731384015076111,0.3749696165567532,20,0.0687045538755465,0.16260662898229694
11,10-20,2,0.0969921386391842,20x212,0.035470300004817545,10,0.07084415269786198,0.30948497929416036,20,0.05074939914614107,0.13783236364779214
12,10-20,2,0.09245276516209598,20x212,0.04408960000728257,10,0.06471269319890245,0.3564886132145549,20,0.05758847707698729,0.15986841157553988
13,10-20,2,0.0911134526298363,20x212,0.031449400004930794,10,0.06449428368503053,0.3768601675551026,20,0.05687084081768702,0.1392119571566543
14,10-20,2,0.09544335382032647,20x212,0.0363911000022199,10,0.06705701668606634,0.3231880137071746,20,0.057938472879092914,0.145158886616548
15,10-20,2,0.09935811877190903,20x212,0.029067900002701208,10,0.06709054289567554,0.3342207530617016,20,0.06650806378809868,0.11768579499013426
16,10-20,2,0.10098383304086322,20x212,0.04548420000355691,10,0.07104860455880736,0.3197301732682324,20,0.06459569493081113,0.15191049731441245
17,10-20,2,0.10544789712952664,20x212,0.04460229998221621,10,0.07367527604932203,0.3607575810377986,20,0.08204296714174586,0.17298050628675185
18,10-20,2,0.09370971126772465,20x212,0.04534320000675507,10,0.05928623951741652,0.3125259680083784,20,0.06832413459570767,0.13829256602920417
19,10-20,2,0.09550696567202996,20x212,0.040279200009536,10,0.06152207679704104,0.36897059788881825,20,0.0737579812783901,0.16980036586812805
20,10-20,2,0.09606963859391414,20x212,0.02770750000490807,10,0.06551175964579407,0.3762968258073448,20,0.06544508144732436,0.14410861330911842
21,10-20,2,0.09544878647846435,20x212,0.027576299995416775,10,0.061955513156543324,0.3756072986892492,20,0.06882648277513022,0.1571058612889058
22,10-20,2,0.0909799103745068,20x212,0.033542999997735023,10,0.059053227074214926,0.35897765359064543,20,0.06307411773514707,0.1889634565284463
23,10-20,2,0.09517521262822401,20x212,0.030148399993777275,10,0.06038488953249347,0.41692002262277505,20,0.06402936465909229,0.1298958447704493
24,10-20,2,0.09864547442068415,20x212,0.040017499995883554,10,0.07188839049684188,0.30213225223102347,20,0.061030727940295244,0.12835553834324007
25,10-20,2,0.10024790947122002,20x212,0.027644600020721555,10,0.07718867992225467,0.3239972275864988,20,0.047998031132313705,0.16299981313702694
26,10-20,2,0.10261682275752787,20x212,0.026179500011494383,10,0.06945359812417864,0.35789893848103005,20,0.06779875049336789,0.1838664474845818
27,10-20,2,0.09141238650249667,20x212,0.025404400017578155,10,0.0666782987295525,0.30230402424318065,20,0.055297030677580704,0.14429301940706402
28,10-20,2,0.10456816345333682,20x212,0.03694950000499375,10,0.06916111645683011,0.3457299178646975,20,0.0797669843654024,0.1431351271330027
29,10-20,2,0.0977677537100865,20x212,0.03059050001320429,10,0.06690564685422262,0.3819470418989344,20,0.08066576134074277,0.13289208089350257
