distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
15-10,2,KNN,DeepONMF_H2,1,156,29,11,4,0.925,0.975,0.725,0.9341317365269461,0.85
15-10,2,KNN,DeepONMF_H2,2,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
15-10,2,KNN,DeepONMF_H2,3,155,30,10,5,0.925,0.96875,0.75,0.9393939393939394,0.859375
15-10,2,KNN,DeepONMF_H2,4,156,33,7,4,0.945,0.975,0.825,0.9570552147239264,0.8999999999999999
15-10,2,KNN,DeepONMF_H2,5,159,30,10,1,0.945,0.99375,0.75,0.9408284023668639,0.871875
15-10,2,KNN,DeepONMF_W,1,138,34,6,22,0.86,0.8625,0.85,0.9583333333333334,0.85625
15-10,2,KNN,DeepONMF_W,2,139,36,4,21,0.875,0.86875,0.9,0.972027972027972,0.884375
15-10,2,KNN,DeepONMF_W,3,143,30,10,17,0.865,0.89375,0.75,0.934640522875817,0.821875
15-10,2,KNN,DeepONMF_W,4,138,32,8,22,0.85,0.8625,0.8,0.9452054794520548,0.83125
15-10,2,KNN,DeepONMF_W,5,139,35,5,21,0.87,0.86875,0.875,0.9652777777777778,0.871875
15-10,2,SVM,DeepONMF_H2,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
15-10,2,SVM,DeepONMF_H2,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
15-10,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
15-10,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
15-10,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
15-10,2,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
15-10,2,SVM,DeepONMF_W,2,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
15-10,2,SVM,DeepONMF_W,3,148,36,4,12,0.92,0.925,0.9,0.9736842105263158,0.9125000000000001
15-10,2,SVM,DeepONMF_W,4,153,38,2,7,0.955,0.95625,0.95,0.9870967741935484,0.953125
15-10,2,SVM,DeepONMF_W,5,143,36,4,17,0.895,0.89375,0.9,0.9727891156462585,0.8968750000000001
15-10,2,UjaNet,DeepONMF_H2,1,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
15-10,2,UjaNet,DeepONMF_H2,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
15-10,2,UjaNet,DeepONMF_H2,3,160,40,0,0,1.0,1.0,1.0,1.0,1.0
15-10,2,UjaNet,DeepONMF_H2,4,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
15-10,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
15-10,2,UjaNet,DeepONMF_W,1,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
15-10,2,UjaNet,DeepONMF_W,2,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
15-10,2,UjaNet,DeepONMF_W,3,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
15-10,2,UjaNet,DeepONMF_W,4,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
15-10,2,UjaNet,DeepONMF_W,5,160,37,3,0,0.985,1.0,0.925,0.9815950920245399,0.9625
