,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,0,0,2,3
real_AS,0,34,1,4,1
real_MR,0,2,35,1,2
real_MS,0,2,4,33,1
real_MVP,4,1,5,1,29
