,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,1,1
real_AS,0,35,2,3,0
real_MR,0,3,33,4,0
real_MS,0,3,0,37,0
real_MVP,2,5,1,1,31
